epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,1,0.0,1.0
2.0,2,43,1,0.0,1.0
2.0,3,44,1,0.0,1.0
2.0,4,45,1,0.0,1.0
2.0,5,46,1,5e-05,0.99995
4.0,1,42,1,0.0,1.0
4.0,2,43,1,0.0,1.0
4.0,3,44,1,0.0,1.0
4.0,4,45,1,0.0,1.0
4.0,5,46,1,5e-05,0.99995
6.0,1,42,1,0.0,1.0
6.0,2,43,1,0.0,1.0
6.0,3,44,1,0.0,1.0
6.0,4,45,1,0.0,1.0
6.0,5,46,1,5e-05,0.99995
8.0,1,42,1,0.0,1.0
8.0,2,43,1,5e-05,0.99995
8.0,3,44,1,0.0,1.0
8.0,4,45,1,0.0,1.0
8.0,5,46,1,5e-05,0.99995
10.0,1,42,1,0.002871,0.997129
10.0,2,43,1,0.002376,0.997624
10.0,3,44,1,0.00297,0.99703
10.0,4,45,1,0.002822,0.997178
10.0,5,46,1,0.002574,0.997426
10.5,1,42,1,0.013615,0.986385
10.5,2,43,1,0.012179,0.987821
10.5,3,44,1,0.01208,0.98792
10.5,4,45,1,0.012179,0.987821
10.5,5,46,1,0.013466,0.986534
11.0,1,42,1,0.052181,0.947819
11.0,2,43,1,0.053369,0.946631
11.0,3,44,1,0.052923,0.947077
11.0,4,45,1,0.052131,0.947869
11.0,5,46,1,0.05327,0.94673
11.5,1,42,1,0.188178,0.811822
11.5,2,43,1,0.18793,0.81207
11.5,3,44,1,0.196148,0.803852
11.5,4,45,1,0.188326,0.811674
11.5,5,46,1,0.190703,0.809297
12.0,1,42,1,0.507203,0.492797
12.0,2,43,1,0.504579,0.495421
12.0,3,44,1,0.497302,0.502698
12.0,4,45,1,0.499629,0.500371
12.0,5,46,1,0.503738,0.496262
12.5,1,42,1,0.81004,0.18996
12.5,2,43,1,0.812912,0.187088
12.5,3,44,1,0.810486,0.189514
12.5,4,45,1,0.809793,0.190207
12.5,5,46,1,0.808258,0.191742
13.0,1,42,1,0.947324,0.052676
13.0,2,43,1,0.948908,0.051092
13.0,3,44,1,0.945393,0.054607
13.0,4,45,1,0.944601,0.055399
13.0,5,46,1,0.944255,0.055745
13.5,1,42,1,0.986286,0.013714
13.5,2,43,1,0.984504,0.015496
13.5,3,44,1,0.986138,0.013862
13.5,4,45,1,0.985643,0.014357
13.5,5,46,1,0.983068,0.016932
14.0,1,42,1,0.995594,0.004406
14.0,2,43,1,0.995396,0.004604
14.0,3,44,1,0.995891,0.004109
14.0,4,45,1,0.995,0.005
14.0,5,46,1,0.995,0.005
16.0,1,42,1,0.99896,0.00104
16.0,2,43,1,0.998119,0.001881
16.0,3,44,1,0.998614,0.001386
16.0,4,45,1,0.998465,0.001535
16.0,5,46,1,0.99802,0.00198
18.0,1,42,1,0.99896,0.00104
18.0,2,43,1,0.998119,0.001881
18.0,3,44,1,0.998614,0.001386
18.0,4,45,1,0.998465,0.001535
18.0,5,46,1,0.99802,0.00198
20.0,1,42,1,0.99896,0.00104
20.0,2,43,1,0.998119,0.001881
20.0,3,44,1,0.998614,0.001386
20.0,4,45,1,0.998465,0.001535
20.0,5,46,1,0.99802,0.00198
22.0,1,42,1,0.99896,0.00104
22.0,2,43,1,0.998119,0.001881
22.0,3,44,1,0.998614,0.001386
22.0,4,45,1,0.998465,0.001535
22.0,5,46,1,0.99802,0.00198
24.0,1,42,1,0.99896,0.00104
24.0,2,43,1,0.998119,0.001881
24.0,3,44,1,0.998614,0.001386
24.0,4,45,1,0.998465,0.001535
24.0,5,46,1,0.99802,0.00198
0.0,1,42,1,0.0,1.0
0.0,2,43,1,0.0,1.0
0.0,3,44,1,0.0,1.0
0.0,4,45,1,0.0,1.0
0.0,5,46,1,5e-05,0.99995
