epsilon,run,seed,topk,attack_success_rate,defense_rate
22.0,1,42,300,0.99599,0.00401
22.0,2,43,300,0.995049,0.004951
22.0,3,44,300,0.995643,0.004357
22.0,4,45,300,0.99594,0.00406
22.0,5,46,300,0.994059,0.005941
0.0,1,42,300,0.011189,0.988811
0.0,2,43,300,0.008169,0.991831
0.0,3,44,300,0.008565,0.991435
0.0,4,45,300,0.01,0.99
0.0,5,46,300,0.010199,0.989801
10.0,1,42,300,0.064112,0.935888
10.0,2,43,300,0.060696,0.939304
10.0,3,44,300,0.059458,0.940542
10.0,4,45,300,0.062478,0.937522
10.0,5,46,300,0.061835,0.938165
10.5,1,42,300,0.206891,0.793109
10.5,2,43,300,0.193079,0.806921
10.5,3,44,300,0.195257,0.804743
10.5,4,45,300,0.197188,0.802812
10.5,5,46,300,0.200901,0.799099
11.0,1,42,300,0.498639,0.501361
11.0,2,43,300,0.50151,0.49849
11.0,3,44,300,0.504777,0.495223
11.0,4,45,300,0.503985,0.496015
11.0,5,46,300,0.501609,0.498391
11.5,1,42,300,0.804545,0.195455
11.5,2,43,300,0.80702,0.19298
11.5,3,44,300,0.804545,0.195455
11.5,4,45,300,0.806426,0.193574
11.5,5,46,300,0.804347,0.195653
12.0,1,42,300,0.946879,0.053121
12.0,2,43,300,0.944057,0.055943
12.0,3,44,300,0.943463,0.056537
12.0,4,45,300,0.943611,0.056389
12.0,5,46,300,0.942324,0.057676
12.5,1,42,300,0.983266,0.016734
12.5,2,43,300,0.981583,0.018417
12.5,3,44,300,0.981385,0.018615
12.5,4,45,300,0.984009,0.015991
12.5,5,46,300,0.982623,0.017377
13.0,1,42,300,0.993267,0.006733
13.0,2,43,300,0.992623,0.007377
13.0,3,44,300,0.992326,0.007674
13.0,4,45,300,0.993614,0.006386
13.0,5,46,300,0.991237,0.008763
13.5,1,42,300,0.995346,0.004654
13.5,2,43,300,0.994208,0.005792
13.5,3,44,300,0.994851,0.005149
13.5,4,45,300,0.995148,0.004852
13.5,5,46,300,0.993317,0.006683
14.0,1,42,300,0.995841,0.004159
14.0,2,43,300,0.99495,0.00505
14.0,3,44,300,0.995495,0.004505
14.0,4,45,300,0.995643,0.004357
14.0,5,46,300,0.99401,0.00599
16.0,1,42,300,0.99599,0.00401
16.0,2,43,300,0.995049,0.004951
16.0,3,44,300,0.995643,0.004357
16.0,4,45,300,0.99594,0.00406
16.0,5,46,300,0.994059,0.005941
18.0,1,42,300,0.99599,0.00401
18.0,2,43,300,0.995049,0.004951
18.0,3,44,300,0.995643,0.004357
18.0,4,45,300,0.99594,0.00406
18.0,5,46,300,0.994059,0.005941
2.0,1,42,300,0.011189,0.988811
2.0,2,43,300,0.008169,0.991831
2.0,3,44,300,0.008565,0.991435
2.0,4,45,300,0.01,0.99
2.0,5,46,300,0.010199,0.989801
20.0,1,42,300,0.99599,0.00401
20.0,2,43,300,0.995049,0.004951
20.0,3,44,300,0.995643,0.004357
20.0,4,45,300,0.99594,0.00406
20.0,5,46,300,0.994059,0.005941
4.0,1,42,300,0.011189,0.988811
4.0,2,43,300,0.008169,0.991831
4.0,3,44,300,0.008565,0.991435
4.0,4,45,300,0.01,0.99
4.0,5,46,300,0.010199,0.989801
6.0,1,42,300,0.011189,0.988811
6.0,2,43,300,0.008169,0.991831
6.0,3,44,300,0.008565,0.991435
6.0,4,45,300,0.01,0.99
6.0,5,46,300,0.010199,0.989801
8.0,1,42,300,0.011288,0.988712
8.0,2,43,300,0.008317,0.991683
8.0,3,44,300,0.008713,0.991287
8.0,4,45,300,0.010149,0.989851
8.0,5,46,300,0.010446,0.989554
