epsilon,run,seed,accuracy
2.0,1,42,0.49655963302752293
2.0,2,43,0.49770642201834864
2.0,3,44,0.49426605504587157
2.0,4,45,0.5045871559633027
2.0,5,46,0.5126146788990825
4.0,1,42,0.49655963302752293
4.0,2,43,0.49770642201834864
4.0,3,44,0.49426605504587157
4.0,4,45,0.5045871559633027
4.0,5,46,0.5126146788990825
6.0,1,42,0.4896788990825688
6.0,2,43,0.4793577981651376
6.0,3,44,0.5034403669724771
6.0,4,45,0.5240825688073395
6.0,5,46,0.5172018348623854
8.0,1,42,0.4896788990825688
8.0,2,43,0.4896788990825688
8.0,3,44,0.4988532110091743
8.0,4,45,0.5149082568807339
8.0,5,46,0.5103211009174312
10.0,1,42,0.7660550458715596
10.0,2,43,0.7717889908256881
10.0,3,44,0.7534403669724771
10.0,4,45,0.7454128440366973
10.0,5,46,0.7660550458715596
12.0,1,42,0.9185779816513762
12.0,2,43,0.9185779816513762
12.0,3,44,0.9174311926605505
12.0,4,45,0.9162844036697247
12.0,5,46,0.9174311926605505
14.0,1,42,0.9220183486238532
14.0,2,43,0.9231651376146789
14.0,3,44,0.9128440366972477
14.0,4,45,0.9208715596330275
14.0,5,46,0.9197247706422018
16.0,1,42,0.9220183486238532
16.0,2,43,0.9231651376146789
16.0,3,44,0.9139908256880734
16.0,4,45,0.9208715596330275
16.0,5,46,0.9208715596330275
18.0,1,42,0.9220183486238532
18.0,2,43,0.9231651376146789
18.0,3,44,0.9139908256880734
18.0,4,45,0.9208715596330275
18.0,5,46,0.9208715596330275
8.5,1,42,0.49311926605504586
8.5,2,43,0.5240825688073395
8.5,3,44,0.4896788990825688
8.5,4,45,0.5149082568807339
8.5,5,46,0.5172018348623854
9,1,42,0.4919724770642202
9,2,43,0.4908256880733945
9,3,44,0.5263761467889908
9,4,45,0.5401376146788991
9,5,46,0.4988532110091743
9.5,1,42,0.5974770642201835
9.5,2,43,0.6055045871559633
9.5,3,44,0.6043577981651376
9.5,4,45,0.6284403669724771
9.5,5,46,0.6112385321100917
10.5,1,42,0.8692660550458715
10.5,2,43,0.8738532110091743
10.5,3,44,0.8589449541284404
10.5,4,45,0.8520642201834863
10.5,5,46,0.8669724770642202
11,1,42,0.911697247706422
11,2,43,0.9071100917431193
11,3,44,0.9105504587155964
11,4,45,0.9094036697247706
11,5,46,0.9071100917431193
11.5,1,42,0.9220183486238532
11.5,2,43,0.9162844036697247
11.5,3,44,0.911697247706422
11.5,4,45,0.9162844036697247
11.5,5,46,0.9151376146788991
20,1,42,0.9220183486238532
20,2,43,0.9231651376146789
20,3,44,0.9139908256880734
20,4,45,0.9208715596330275
20,5,46,0.9208715596330275
0,1,42,0.49655963302752293
0,2,43,0.49770642201834864
0,3,44,0.49426605504587157
0,4,45,0.5045871559633027
0,5,46,0.5126146788990825
