epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,1,0.0,1.0
2.0,2,43,1,0.0,1.0
2.0,3,44,1,0.0,1.0
2.0,4,45,1,0.0,1.0
2.0,5,46,1,5e-05,0.99995
4.0,1,42,1,0.0,1.0
4.0,2,43,1,0.0,1.0
4.0,3,44,1,0.0,1.0
4.0,4,45,1,0.0,1.0
4.0,5,46,1,5e-05,0.99995
6.0,1,42,1,0.000149,0.999851
6.0,2,43,1,5e-05,0.99995
6.0,3,44,1,0.000198,0.999802
6.0,4,45,1,0.0,1.0
6.0,5,46,1,0.000347,0.999653
8.0,1,42,1,0.050993,0.949007
8.0,2,43,1,0.045151,0.954849
8.0,3,44,1,0.050002,0.949998
8.0,4,45,1,0.048468,0.951532
8.0,5,46,1,0.047626,0.952374
8.5,1,42,1,0.179266,0.820734
8.5,2,43,1,0.174712,0.825288
8.5,3,44,1,0.181049,0.818951
8.5,4,45,1,0.175355,0.824645
8.5,5,46,1,0.176692,0.823308
9.0,1,42,1,0.462003,0.537997
9.0,2,43,1,0.469627,0.530373
9.0,3,44,1,0.463637,0.536363
9.0,4,45,1,0.46433,0.53567
9.0,5,46,1,0.461904,0.538096
9.5,1,42,1,0.750928,0.249072
9.5,2,43,1,0.747908,0.252092
9.5,3,44,1,0.750978,0.249022
9.5,4,45,1,0.752711,0.247289
9.5,5,46,1,0.755483,0.244517
10.0,1,42,1,0.878113,0.121887
10.0,2,43,1,0.880638,0.119362
10.0,3,44,1,0.87935,0.12065
10.0,4,45,1,0.882321,0.117679
10.0,5,46,1,0.877865,0.122135
12.0,1,42,1,0.929105,0.070895
12.0,2,43,1,0.927175,0.072825
12.0,3,44,1,0.92866,0.07134
12.0,4,45,1,0.93168,0.06832
12.0,5,46,1,0.927274,0.072726
14.0,1,42,1,0.929353,0.070647
14.0,2,43,1,0.927175,0.072825
14.0,3,44,1,0.928858,0.071142
14.0,4,45,1,0.931977,0.068023
14.0,5,46,1,0.927521,0.072479
16.0,1,42,1,0.929353,0.070647
16.0,2,43,1,0.927175,0.072825
16.0,3,44,1,0.928858,0.071142
16.0,4,45,1,0.931977,0.068023
16.0,5,46,1,0.927521,0.072479
18.0,1,42,1,0.929353,0.070647
18.0,2,43,1,0.927175,0.072825
18.0,3,44,1,0.928858,0.071142
18.0,4,45,1,0.931977,0.068023
18.0,5,46,1,0.927521,0.072479
0.0,1,42,1,0.0,1.0
0.0,2,43,1,0.0,1.0
0.0,3,44,1,0.0,1.0
0.0,4,45,1,0.0,1.0
0.0,5,46,1,5e-05,0.99995
