epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,5,0.000297,0.999703
2.0,2,43,5,0.000198,0.999802
2.0,3,44,5,0.000347,0.999653
2.0,4,45,5,0.000446,0.999554
2.0,5,46,5,0.000297,0.999703
4.0,1,42,5,0.000297,0.999703
4.0,2,43,5,0.000198,0.999802
4.0,3,44,5,0.000347,0.999653
4.0,4,45,5,0.000446,0.999554
4.0,5,46,5,0.000297,0.999703
6.0,1,42,5,0.000297,0.999703
6.0,2,43,5,0.000198,0.999802
6.0,3,44,5,0.000347,0.999653
6.0,4,45,5,0.000446,0.999554
6.0,5,46,5,0.000297,0.999703
8.0,1,42,5,0.000297,0.999703
8.0,2,43,5,0.000248,0.999752
8.0,3,44,5,0.000347,0.999653
8.0,4,45,5,0.000446,0.999554
8.0,5,46,5,0.000297,0.999703
10.0,1,42,5,0.003168,0.996832
10.0,2,43,5,0.002574,0.997426
10.0,3,44,5,0.003317,0.996683
10.0,4,45,5,0.003267,0.996733
10.0,5,46,5,0.002822,0.997178
10.5,1,42,5,0.013912,0.986088
10.5,2,43,5,0.012377,0.987623
10.5,3,44,5,0.012426,0.987574
10.5,4,45,5,0.012624,0.987376
10.5,5,46,5,0.013714,0.986286
11.0,1,42,5,0.052478,0.947522
11.0,2,43,5,0.053567,0.946433
11.0,3,44,5,0.05322,0.94678
11.0,4,45,5,0.052676,0.947324
11.0,5,46,5,0.053567,0.946433
11.5,1,42,5,0.188475,0.811525
11.5,2,43,5,0.188079,0.811921
11.5,3,44,5,0.196396,0.803604
11.5,4,45,5,0.188821,0.811179
11.5,5,46,5,0.191049,0.808951
12.0,1,42,5,0.5075,0.4925
12.0,2,43,5,0.504777,0.495223
12.0,3,44,5,0.497549,0.502451
12.0,4,45,5,0.500223,0.499777
12.0,5,46,5,0.504183,0.495817
12.5,1,42,5,0.810189,0.189811
12.5,2,43,5,0.812961,0.187039
12.5,3,44,5,0.810535,0.189465
12.5,4,45,5,0.810387,0.189613
12.5,5,46,5,0.808604,0.191396
13.0,1,42,5,0.947522,0.052478
13.0,2,43,5,0.949007,0.050993
13.0,3,44,5,0.945492,0.054508
13.0,4,45,5,0.945195,0.054805
13.0,5,46,5,0.9447,0.0553
13.5,1,42,5,0.986435,0.013565
13.5,2,43,5,0.984603,0.015397
13.5,3,44,5,0.986237,0.013763
13.5,4,45,5,0.986237,0.013763
13.5,5,46,5,0.983564,0.016436
14.0,1,42,5,0.995742,0.004258
14.0,2,43,5,0.995495,0.004505
14.0,3,44,5,0.99599,0.00401
14.0,4,45,5,0.995594,0.004406
14.0,5,46,5,0.995495,0.004505
16.0,1,42,5,0.999109,0.000891
16.0,2,43,5,0.998218,0.001782
16.0,3,44,5,0.998713,0.001287
16.0,4,45,5,0.999059,0.000941
16.0,5,46,5,0.998515,0.001485
18.0,1,42,5,0.999109,0.000891
18.0,2,43,5,0.998218,0.001782
18.0,3,44,5,0.998713,0.001287
18.0,4,45,5,0.999059,0.000941
18.0,5,46,5,0.998515,0.001485
20.0,1,42,5,0.999109,0.000891
20.0,2,43,5,0.998218,0.001782
20.0,3,44,5,0.998713,0.001287
20.0,4,45,5,0.999059,0.000941
20.0,5,46,5,0.998515,0.001485
22.0,1,42,5,0.999109,0.000891
22.0,2,43,5,0.998218,0.001782
22.0,3,44,5,0.998713,0.001287
22.0,4,45,5,0.999059,0.000941
22.0,5,46,5,0.998515,0.001485
24.0,1,42,5,0.999109,0.000891
24.0,2,43,5,0.998218,0.001782
24.0,3,44,5,0.998713,0.001287
24.0,4,45,5,0.999059,0.000941
24.0,5,46,5,0.998515,0.001485
0.0,1,42,5,0.000297,0.999703
0.0,2,43,5,0.000198,0.999802
0.0,3,44,5,0.000347,0.999653
0.0,4,45,5,0.000446,0.999554
0.0,5,46,5,0.000297,0.999703
