epsilon,run,seed,topk,attack_success_rate,defense_rate
22.0,1,42,10,0.995297,0.004703
22.0,2,43,10,0.994158,0.005842
22.0,3,44,10,0.994901,0.005099
22.0,4,45,10,0.995247,0.004753
22.0,5,46,10,0.993317,0.006683
0.0,1,42,10,0.000693,0.999307
0.0,2,43,10,0.000792,0.999208
0.0,3,44,10,0.000644,0.999356
0.0,4,45,10,0.001089,0.998911
0.0,5,46,10,0.000743,0.999257
10.0,1,42,10,0.054062,0.945938
10.0,2,43,10,0.053765,0.946235
10.0,3,44,10,0.051933,0.948067
10.0,4,45,10,0.053963,0.946037
10.0,5,46,10,0.052973,0.947027
10.5,1,42,10,0.198327,0.801673
10.5,2,43,10,0.18689,0.81311
10.5,3,44,10,0.188376,0.811624
10.5,4,45,10,0.189712,0.810288
10.5,5,46,10,0.192831,0.807169
11.0,1,42,10,0.492599,0.507401
11.0,2,43,10,0.497252,0.502748
11.0,3,44,10,0.500322,0.499678
11.0,4,45,10,0.499183,0.500817
11.0,5,46,10,0.496708,0.503292
11.5,1,42,10,0.80202,0.19798
11.5,2,43,10,0.80499,0.19501
11.5,3,44,10,0.802465,0.197535
11.5,4,45,10,0.803703,0.196297
11.5,5,46,10,0.801723,0.198277
12.0,1,42,10,0.945641,0.054359
12.0,2,43,10,0.942769,0.057231
12.0,3,44,10,0.942472,0.057528
12.0,4,45,10,0.942274,0.057726
12.0,5,46,10,0.941086,0.058914
12.5,1,42,10,0.982474,0.017526
12.5,2,43,10,0.980692,0.019308
12.5,3,44,10,0.980544,0.019456
12.5,4,45,10,0.983068,0.016932
12.5,5,46,10,0.981732,0.018268
13.0,1,42,10,0.992524,0.007476
13.0,2,43,10,0.991732,0.008268
13.0,3,44,10,0.991534,0.008466
13.0,4,45,10,0.99292,0.00708
13.0,5,46,10,0.990396,0.009604
13.5,1,42,10,0.994653,0.005347
13.5,2,43,10,0.993267,0.006733
13.5,3,44,10,0.994109,0.005891
13.5,4,45,10,0.994455,0.005545
13.5,5,46,10,0.992574,0.007426
14.0,1,42,10,0.995148,0.004852
14.0,2,43,10,0.994059,0.005941
14.0,3,44,10,0.994752,0.005248
14.0,4,45,10,0.99495,0.00505
14.0,5,46,10,0.993267,0.006733
16.0,1,42,10,0.995297,0.004703
16.0,2,43,10,0.994158,0.005842
16.0,3,44,10,0.994901,0.005099
16.0,4,45,10,0.995247,0.004753
16.0,5,46,10,0.993317,0.006683
18.0,1,42,10,0.995297,0.004703
18.0,2,43,10,0.994158,0.005842
18.0,3,44,10,0.994901,0.005099
18.0,4,45,10,0.995247,0.004753
18.0,5,46,10,0.993317,0.006683
2.0,1,42,10,0.000693,0.999307
2.0,2,43,10,0.000792,0.999208
2.0,3,44,10,0.000644,0.999356
2.0,4,45,10,0.001089,0.998911
2.0,5,46,10,0.000743,0.999257
20.0,1,42,10,0.995297,0.004703
20.0,2,43,10,0.994158,0.005842
20.0,3,44,10,0.994901,0.005099
20.0,4,45,10,0.995247,0.004753
20.0,5,46,10,0.993317,0.006683
4.0,1,42,10,0.000693,0.999307
4.0,2,43,10,0.000792,0.999208
4.0,3,44,10,0.000644,0.999356
4.0,4,45,10,0.001089,0.998911
4.0,5,46,10,0.000743,0.999257
6.0,1,42,10,0.000693,0.999307
6.0,2,43,10,0.000792,0.999208
6.0,3,44,10,0.000644,0.999356
6.0,4,45,10,0.001089,0.998911
6.0,5,46,10,0.000743,0.999257
8.0,1,42,10,0.000792,0.999208
8.0,2,43,10,0.000941,0.999059
8.0,3,44,10,0.000792,0.999208
8.0,4,45,10,0.001238,0.998762
8.0,5,46,10,0.00099,0.99901
