epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,1,0.000198,0.999802
2.0,2,43,1,0.000198,0.999802
2.0,3,44,1,0.0,1.0
2.0,4,45,1,0.000347,0.999653
2.0,5,46,1,0.000149,0.999851
4.0,1,42,1,0.00099,0.99901
4.0,2,43,1,0.000594,0.999406
4.0,3,44,1,0.000792,0.999208
4.0,4,45,1,0.000941,0.999059
4.0,5,46,1,0.00099,0.99901
6.0,1,42,1,0.003367,0.996633
6.0,2,43,1,0.002723,0.997277
6.0,3,44,1,0.003515,0.996485
6.0,4,45,1,0.003763,0.996237
6.0,5,46,1,0.003367,0.996633
8.0,1,42,1,0.013615,0.986385
8.0,2,43,1,0.011981,0.988019
8.0,3,44,1,0.014159,0.985841
8.0,4,45,1,0.014258,0.985742
8.0,5,46,1,0.013664,0.986336
10.0,1,42,1,0.059062,0.940938
10.0,2,43,1,0.054211,0.945789
10.0,3,44,1,0.055646,0.944354
10.0,4,45,1,0.062379,0.937621
10.0,5,46,1,0.058023,0.941977
12.0,1,42,1,0.202139,0.797861
12.0,2,43,1,0.193029,0.806971
12.0,3,44,1,0.200307,0.799693
12.0,4,45,1,0.205406,0.794594
12.0,5,46,1,0.198525,0.801475
14.0,1,42,1,0.489529,0.510471
14.0,2,43,1,0.482202,0.517798
14.0,3,44,1,0.497797,0.502203
14.0,4,45,1,0.504678,0.495322
14.0,5,46,1,0.490519,0.509481
16.0,1,42,1,0.779395,0.220605
16.0,2,43,1,0.776821,0.223179
16.0,3,44,1,0.783504,0.216496
16.0,4,45,1,0.784197,0.215803
16.0,5,46,1,0.777068,0.222932
18.0,1,42,1,0.929353,0.070647
18.0,2,43,1,0.927175,0.072825
18.0,3,44,1,0.928858,0.071142
18.0,4,45,1,0.931977,0.068023
18.0,5,46,1,0.927521,0.072479
20.0,1,42,1,0.9799,0.0201
20.0,2,43,1,0.980395,0.019605
20.0,3,44,1,0.97787,0.02213
20.0,4,45,1,0.981138,0.018862
20.0,5,46,1,0.979157,0.020843
22.0,1,42,1,0.994554,0.005446
22.0,2,43,1,0.993614,0.006386
22.0,3,44,1,0.994307,0.005693
22.0,4,45,1,0.994505,0.005495
22.0,5,46,1,0.992623,0.007377
24.0,1,42,1,0.99896,0.00104
24.0,2,43,1,0.998119,0.001881
24.0,3,44,1,0.998614,0.001386
24.0,4,45,1,0.998465,0.001535
24.0,5,46,1,0.99802,0.00198
