epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,1,2.7e-05,0.999973
0.0,2,43,1,4.2e-05,0.999958
0.0,3,44,1,3.4e-05,0.999966
0.0,4,45,1,2.3e-05,0.999977
0.0,5,46,1,1.9e-05,0.999981
2.0,1,42,1,2.7e-05,0.999973
2.0,2,43,1,4.2e-05,0.999958
2.0,3,44,1,3.4e-05,0.999966
2.0,4,45,1,2.3e-05,0.999977
2.0,5,46,1,1.9e-05,0.999981
4.0,1,42,1,2.7e-05,0.999973
4.0,2,43,1,4.2e-05,0.999958
4.0,3,44,1,3.4e-05,0.999966
4.0,4,45,1,2.3e-05,0.999977
4.0,5,46,1,1.9e-05,0.999981
6.0,1,42,1,2.7e-05,0.999973
6.0,2,43,1,4.2e-05,0.999958
6.0,3,44,1,3.4e-05,0.999966
6.0,4,45,1,2.3e-05,0.999977
6.0,5,46,1,1.9e-05,0.999981
8.0,1,42,1,3.4e-05,0.999966
8.0,2,43,1,5.7e-05,0.999943
8.0,3,44,1,4.6e-05,0.999954
8.0,4,45,1,3e-05,0.99997
8.0,5,46,1,2.7e-05,0.999973
10.0,1,42,1,0.003073,0.996927
10.0,2,43,1,0.003046,0.996954
10.0,3,44,1,0.003062,0.996938
10.0,4,45,1,0.002963,0.997037
10.0,5,46,1,0.00286,0.99714
12.0,1,42,1,0.497972,0.502028
12.0,2,43,1,0.498555,0.501445
12.0,3,44,1,0.499042,0.500958
12.0,4,45,1,0.496693,0.503307
12.0,5,46,1,0.498882,0.501118
14.0,1,42,1,0.993717,0.006283
14.0,2,43,1,0.993755,0.006245
14.0,3,44,1,0.994044,0.005956
14.0,4,45,1,0.993648,0.006352
14.0,5,46,1,0.993763,0.006237
16.0,1,42,1,0.996786,0.003214
16.0,2,43,1,0.996634,0.003366
16.0,3,44,1,0.997026,0.002974
16.0,4,45,1,0.996813,0.003187
16.0,5,46,1,0.996897,0.003103
18.0,1,42,1,0.996798,0.003202
18.0,2,43,1,0.996649,0.003351
18.0,3,44,1,0.997034,0.002966
18.0,4,45,1,0.996824,0.003176
18.0,5,46,1,0.996908,0.003092
20.0,1,42,1,0.996798,0.003202
20.0,2,43,1,0.996649,0.003351
20.0,3,44,1,0.997034,0.002966
20.0,4,45,1,0.996824,0.003176
20.0,5,46,1,0.996908,0.003092
22.0,1,42,1,0.996798,0.003202
22.0,2,43,1,0.996649,0.003351
22.0,3,44,1,0.997034,0.002966
22.0,4,45,1,0.996824,0.003176
22.0,5,46,1,0.996908,0.003092
24.0,1,42,1,0.996798,0.003202
24.0,2,43,1,0.996649,0.003351
24.0,3,44,1,0.997034,0.002966
24.0,4,45,1,0.996824,0.003176
24.0,5,46,1,0.996908,0.003092
