epsilon,run,seed,topk,attack_success_rate,defense_rate
16.0,1,42,300,0.803753,0.196247
16.0,2,43,300,0.801277,0.198723
16.0,3,44,300,0.806525,0.193475
16.0,4,45,300,0.808208,0.191792
16.0,5,46,300,0.80306,0.19694
0.0,1,42,300,0.011189,0.988811
0.0,2,43,300,0.008169,0.991831
0.0,3,44,300,0.008565,0.991435
0.0,4,45,300,0.01,0.99
0.0,5,46,300,0.010199,0.989801
10.0,1,42,300,0.801525,0.198475
10.0,2,43,300,0.799297,0.200703
10.0,3,44,300,0.804297,0.195703
10.0,4,45,300,0.805782,0.194218
10.0,5,46,300,0.80098,0.19902
12.0,1,42,300,0.803703,0.196297
12.0,2,43,300,0.801277,0.198723
12.0,3,44,300,0.806525,0.193475
12.0,4,45,300,0.808208,0.191792
12.0,5,46,300,0.80306,0.19694
14.0,1,42,300,0.803753,0.196247
14.0,2,43,300,0.801277,0.198723
14.0,3,44,300,0.806525,0.193475
14.0,4,45,300,0.808208,0.191792
14.0,5,46,300,0.80306,0.19694
2.0,1,42,300,0.011189,0.988811
2.0,2,43,300,0.008169,0.991831
2.0,3,44,300,0.008565,0.991435
2.0,4,45,300,0.01,0.99
2.0,5,46,300,0.010199,0.989801
4.0,1,42,300,0.011189,0.988811
4.0,2,43,300,0.008268,0.991732
4.0,3,44,300,0.008565,0.991435
4.0,4,45,300,0.01,0.99
4.0,5,46,300,0.010199,0.989801
6.0,1,42,300,0.013615,0.986385
6.0,2,43,300,0.010545,0.989455
6.0,3,44,300,0.010991,0.989009
6.0,4,45,300,0.011832,0.988168
6.0,5,46,300,0.012872,0.987128
6.5,1,42,300,0.019704,0.980296
6.5,2,43,300,0.018862,0.981138
6.5,3,44,300,0.018021,0.981979
6.5,4,45,300,0.018516,0.981484
6.5,5,46,300,0.020991,0.979009
7.0,1,42,300,0.053072,0.946928
7.0,2,43,300,0.048666,0.951334
7.0,3,44,300,0.049111,0.950889
7.0,4,45,300,0.054161,0.945839
7.0,5,46,300,0.051141,0.948859
7.5,1,42,300,0.162879,0.837121
7.5,2,43,300,0.163226,0.836774
7.5,3,44,300,0.159463,0.840537
7.5,4,45,300,0.16184,0.83816
7.5,5,46,300,0.160107,0.839893
8.0,1,42,300,0.406258,0.593742
8.0,2,43,300,0.406208,0.593792
8.0,3,44,300,0.406109,0.593891
8.0,4,45,300,0.40502,0.59498
8.0,5,46,300,0.406951,0.593049
8.5,1,42,300,0.6533,0.3467
8.5,2,43,300,0.650428,0.349572
8.5,3,44,300,0.655329,0.344671
8.5,4,45,300,0.654389,0.345611
8.5,5,46,300,0.65122,0.34878
9.0,1,42,300,0.764394,0.235606
9.0,2,43,300,0.762414,0.237586
9.0,3,44,300,0.763008,0.236992
9.0,4,45,300,0.767711,0.232289
9.0,5,46,300,0.761275,0.238725
9.5,1,42,300,0.793554,0.206446
9.5,2,43,300,0.790188,0.209812
9.5,3,44,300,0.795435,0.204565
9.5,4,45,300,0.798455,0.201545
9.5,5,46,300,0.792465,0.207535
