epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,300,0.010689,0.989311
0.0,2,43,300,0.010278,0.989722
0.0,3,44,300,0.010548,0.989452
0.0,4,45,300,0.01059,0.98941
0.0,5,46,300,0.01032,0.98968
2.0,1,42,300,0.010689,0.989311
2.0,2,43,300,0.010278,0.989722
2.0,3,44,300,0.010548,0.989452
2.0,4,45,300,0.01059,0.98941
2.0,5,46,300,0.01032,0.98968
4.0,1,42,300,0.010689,0.989311
4.0,2,43,300,0.010278,0.989722
4.0,3,44,300,0.010548,0.989452
4.0,4,45,300,0.01059,0.98941
4.0,5,46,300,0.01032,0.98968
6.0,1,42,300,0.0107,0.9893
6.0,2,43,300,0.010285,0.989715
6.0,3,44,300,0.010552,0.989448
6.0,4,45,300,0.010598,0.989402
6.0,5,46,300,0.010331,0.989669
8.0,1,42,300,0.013762,0.986238
8.0,2,43,300,0.013111,0.986889
8.0,3,44,300,0.013354,0.986646
8.0,4,45,300,0.013617,0.986383
8.0,5,46,300,0.013183,0.986817
10.0,1,42,300,0.494945,0.505055
10.0,2,43,300,0.493966,0.506034
10.0,3,44,300,0.494549,0.505451
10.0,4,45,300,0.494473,0.505527
10.0,5,46,300,0.495638,0.504362
12.0,1,42,300,0.976589,0.023411
12.0,2,43,300,0.975858,0.024142
12.0,3,44,300,0.976852,0.023148
12.0,4,45,300,0.97644,0.02356
12.0,5,46,300,0.976322,0.023678
14.0,1,42,300,0.979601,0.020399
14.0,2,43,300,0.978721,0.021279
14.0,3,44,300,0.979719,0.020281
14.0,4,45,300,0.979529,0.020471
14.0,5,46,300,0.97927,0.02073
16.0,1,42,300,0.97962,0.02038
16.0,2,43,300,0.978736,0.021264
16.0,3,44,300,0.979723,0.020277
16.0,4,45,300,0.979532,0.020468
16.0,5,46,300,0.979273,0.020727
18.0,1,42,300,0.97962,0.02038
18.0,2,43,300,0.978736,0.021264
18.0,3,44,300,0.979723,0.020277
18.0,4,45,300,0.979532,0.020468
18.0,5,46,300,0.979273,0.020727
20.0,1,42,300,0.97962,0.02038
20.0,2,43,300,0.978736,0.021264
20.0,3,44,300,0.979723,0.020277
20.0,4,45,300,0.979532,0.020468
20.0,5,46,300,0.979273,0.020727
