epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,300,0.010689,0.989311
0.0,2,43,300,0.010278,0.989722
0.0,3,44,300,0.010548,0.989452
0.0,4,45,300,0.01059,0.98941
0.0,5,46,300,0.01032,0.98968
2.0,1,42,300,0.010689,0.989311
2.0,2,43,300,0.010278,0.989722
2.0,3,44,300,0.010548,0.989452
2.0,4,45,300,0.01059,0.98941
2.0,5,46,300,0.01032,0.98968
4.0,1,42,300,0.010689,0.989311
4.0,2,43,300,0.010278,0.989722
4.0,3,44,300,0.010548,0.989452
4.0,4,45,300,0.01059,0.98941
4.0,5,46,300,0.01032,0.98968
6.0,1,42,300,0.010689,0.989311
6.0,2,43,300,0.010278,0.989722
6.0,3,44,300,0.010548,0.989452
6.0,4,45,300,0.01059,0.98941
6.0,5,46,300,0.01032,0.98968
8.0,1,42,300,0.010697,0.989303
8.0,2,43,300,0.010293,0.989707
8.0,3,44,300,0.010559,0.989441
8.0,4,45,300,0.010598,0.989402
8.0,5,46,300,0.010327,0.989673
10.0,1,42,300,0.013697,0.986303
10.0,2,43,300,0.013252,0.986748
10.0,3,44,300,0.013549,0.986451
10.0,4,45,300,0.013503,0.986497
10.0,5,46,300,0.01313,0.98687
12.0,1,42,300,0.503821,0.496179
12.0,2,43,300,0.504069,0.495931
12.0,3,44,300,0.504743,0.495257
12.0,4,45,300,0.502443,0.497557
12.0,5,46,300,0.50432,0.49568
14.0,1,42,300,0.994745,0.005255
14.0,2,43,300,0.99476,0.00524
14.0,3,44,300,0.995046,0.004954
14.0,4,45,300,0.994566,0.005434
14.0,5,46,300,0.994745,0.005255
16.0,1,42,300,0.997784,0.002216
16.0,2,43,300,0.997631,0.002369
16.0,3,44,300,0.997997,0.002003
16.0,4,45,300,0.997711,0.002289
16.0,5,46,300,0.997849,0.002151
18.0,1,42,300,0.997795,0.002205
18.0,2,43,300,0.997647,0.002353
18.0,3,44,300,0.998005,0.001995
18.0,4,45,300,0.997723,0.002277
18.0,5,46,300,0.99786,0.00214
20.0,1,42,300,0.997795,0.002205
20.0,2,43,300,0.997647,0.002353
20.0,3,44,300,0.998005,0.001995
20.0,4,45,300,0.997723,0.002277
20.0,5,46,300,0.99786,0.00214
22.0,1,42,300,0.997795,0.002205
22.0,2,43,300,0.997647,0.002353
22.0,3,44,300,0.998005,0.001995
22.0,4,45,300,0.997723,0.002277
22.0,5,46,300,0.99786,0.00214
24.0,1,42,300,0.997795,0.002205
24.0,2,43,300,0.997647,0.002353
24.0,3,44,300,0.998005,0.001995
24.0,4,45,300,0.997723,0.002277
24.0,5,46,300,0.99786,0.00214
