epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,1,2.7e-05,0.999973
0.0,2,43,1,4.2e-05,0.999958
0.0,3,44,1,3.4e-05,0.999966
0.0,4,45,1,2.3e-05,0.999977
0.0,5,46,1,1.9e-05,0.999981
2.0,1,42,1,2.7e-05,0.999973
2.0,2,43,1,4.2e-05,0.999958
2.0,3,44,1,3.4e-05,0.999966
2.0,4,45,1,2.3e-05,0.999977
2.0,5,46,1,1.9e-05,0.999981
4.0,1,42,1,2.7e-05,0.999973
4.0,2,43,1,4.2e-05,0.999958
4.0,3,44,1,3.4e-05,0.999966
4.0,4,45,1,2.3e-05,0.999977
4.0,5,46,1,1.9e-05,0.999981
6.0,1,42,1,3.8e-05,0.999962
6.0,2,43,1,5e-05,0.99995
6.0,3,44,1,3.8e-05,0.999962
6.0,4,45,1,3e-05,0.99997
6.0,5,46,1,3e-05,0.99997
8.0,1,42,1,0.003123,0.996877
8.0,2,43,1,0.00289,0.99711
8.0,3,44,1,0.002845,0.997155
8.0,4,45,1,0.003058,0.996942
8.0,5,46,1,0.002913,0.997087
10.0,1,42,1,0.487352,0.512648
10.0,2,43,1,0.486225,0.513775
10.0,3,44,1,0.486826,0.513174
10.0,4,45,1,0.486575,0.513425
10.0,5,46,1,0.487786,0.512214
12.0,1,42,1,0.971814,0.028186
12.0,2,43,1,0.970717,0.029283
12.0,3,44,1,0.971718,0.028282
12.0,4,45,1,0.971486,0.028514
12.0,5,46,1,0.971456,0.028544
14.0,1,42,1,0.974871,0.025129
14.0,2,43,1,0.97358,0.02642
14.0,3,44,1,0.974597,0.025403
14.0,4,45,1,0.974567,0.025433
14.0,5,46,1,0.974407,0.025593
16.0,1,42,1,0.97489,0.02511
16.0,2,43,1,0.973596,0.026404
16.0,3,44,1,0.974601,0.025399
16.0,4,45,1,0.974571,0.025429
16.0,5,46,1,0.974411,0.025589
18.0,1,42,1,0.97489,0.02511
18.0,2,43,1,0.973596,0.026404
18.0,3,44,1,0.974601,0.025399
18.0,4,45,1,0.974571,0.025429
18.0,5,46,1,0.974411,0.025589
20.0,1,42,1,0.97489,0.02511
20.0,2,43,1,0.973596,0.026404
20.0,3,44,1,0.974601,0.025399
20.0,4,45,1,0.974571,0.025429
20.0,5,46,1,0.974411,0.025589
