epsilon,run,seed,topk,attack_success_rate,defense_rate
24.0,1,42,300,0.999257,0.000743
24.0,2,43,300,0.998911,0.001089
24.0,3,44,300,0.999208,0.000792
24.0,4,45,300,0.999257,0.000743
24.0,5,46,300,0.998812,0.001188
0.0,1,42,300,0.011189,0.988811
0.0,2,43,300,0.008169,0.991831
0.0,3,44,300,0.008565,0.991435
0.0,4,45,300,0.01,0.99
0.0,5,46,300,0.010199,0.989801
10.0,1,42,300,0.014011,0.985989
10.0,2,43,300,0.010545,0.989455
10.0,3,44,300,0.011535,0.988465
10.0,4,45,300,0.012773,0.987227
10.0,5,46,300,0.012624,0.987376
10.5,1,42,300,0.024655,0.975345
10.5,2,43,300,0.020249,0.979751
10.5,3,44,300,0.020645,0.979355
10.5,4,45,300,0.021981,0.978019
10.5,5,46,300,0.023467,0.976533
11.0,1,42,300,0.063023,0.936977
11.0,2,43,300,0.061191,0.938809
11.0,3,44,300,0.061092,0.938908
11.0,4,45,300,0.062033,0.937967
11.0,5,46,300,0.062924,0.937076
11.5,1,42,300,0.196693,0.803307
11.5,2,43,300,0.194366,0.805634
11.5,3,44,300,0.20303,0.79697
11.5,4,45,300,0.196495,0.803505
11.5,5,46,300,0.199069,0.800931
12.0,1,42,300,0.5126,0.4874
12.0,2,43,300,0.509382,0.490618
12.0,3,44,300,0.501658,0.498342
12.0,4,45,300,0.505124,0.494876
12.0,5,46,300,0.508738,0.491262
12.5,1,42,300,0.812268,0.187732
12.5,2,43,300,0.814892,0.185108
12.5,3,44,300,0.812515,0.187485
12.5,4,45,300,0.812367,0.187633
12.5,5,46,300,0.811179,0.188821
13.0,1,42,300,0.948314,0.051686
13.0,2,43,300,0.950295,0.049705
13.0,3,44,300,0.946383,0.053617
13.0,4,45,300,0.945839,0.054161
13.0,5,46,300,0.94569,0.05431
13.5,1,42,300,0.986732,0.013268
13.5,2,43,300,0.985346,0.014654
13.5,3,44,300,0.986732,0.013268
13.5,4,45,300,0.986484,0.013516
13.5,5,46,300,0.98396,0.01604
14.0,1,42,300,0.995891,0.004109
14.0,2,43,300,0.996188,0.003812
14.0,3,44,300,0.996534,0.003466
14.0,4,45,300,0.995841,0.004159
14.0,5,46,300,0.995841,0.004159
16.0,1,42,300,0.999257,0.000743
16.0,2,43,300,0.998911,0.001089
16.0,3,44,300,0.999208,0.000792
16.0,4,45,300,0.999257,0.000743
16.0,5,46,300,0.998812,0.001188
18.0,1,42,300,0.999257,0.000743
18.0,2,43,300,0.998911,0.001089
18.0,3,44,300,0.999208,0.000792
18.0,4,45,300,0.999257,0.000743
18.0,5,46,300,0.998812,0.001188
2.0,1,42,300,0.011189,0.988811
2.0,2,43,300,0.008169,0.991831
2.0,3,44,300,0.008565,0.991435
2.0,4,45,300,0.01,0.99
2.0,5,46,300,0.010199,0.989801
20.0,1,42,300,0.999257,0.000743
20.0,2,43,300,0.998911,0.001089
20.0,3,44,300,0.999208,0.000792
20.0,4,45,300,0.999257,0.000743
20.0,5,46,300,0.998812,0.001188
22.0,1,42,300,0.999257,0.000743
22.0,2,43,300,0.998911,0.001089
22.0,3,44,300,0.999208,0.000792
22.0,4,45,300,0.999257,0.000743
22.0,5,46,300,0.998812,0.001188
4.0,1,42,300,0.011189,0.988811
4.0,2,43,300,0.008169,0.991831
4.0,3,44,300,0.008565,0.991435
4.0,4,45,300,0.01,0.99
4.0,5,46,300,0.010199,0.989801
6.0,1,42,300,0.011189,0.988811
6.0,2,43,300,0.008169,0.991831
6.0,3,44,300,0.008565,0.991435
6.0,4,45,300,0.01,0.99
6.0,5,46,300,0.010199,0.989801
8.0,1,42,300,0.011189,0.988811
8.0,2,43,300,0.008218,0.991782
8.0,3,44,300,0.008565,0.991435
8.0,4,45,300,0.01,0.99
8.0,5,46,300,0.010199,0.989801
