epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,1,0.0,1.0
2.0,2,43,1,0.0,1.0
2.0,3,44,1,0.0,1.0
2.0,4,45,1,0.0,1.0
2.0,5,46,1,5e-05,0.99995
4.0,1,42,1,0.0,1.0
4.0,2,43,1,9.9e-05,0.999901
4.0,3,44,1,0.0,1.0
4.0,4,45,1,0.0,1.0
4.0,5,46,1,5e-05,0.99995
6.0,1,42,1,0.002426,0.997574
6.0,2,43,1,0.002178,0.997822
6.0,3,44,1,0.002376,0.997624
6.0,4,45,1,0.001881,0.998119
6.0,5,46,1,0.002772,0.997228
6.5,1,42,1,0.008367,0.991633
6.5,2,43,1,0.010644,0.989356
6.5,3,44,1,0.009604,0.990396
6.5,4,45,1,0.008317,0.991683
6.5,5,46,1,0.010397,0.989603
7.0,1,42,1,0.04124,0.95876
7.0,2,43,1,0.039705,0.960295
7.0,3,44,1,0.039804,0.960196
7.0,4,45,1,0.043517,0.956483
7.0,5,46,1,0.040448,0.959552
7.5,1,42,1,0.148572,0.851428
7.5,2,43,1,0.152285,0.847715
7.5,3,44,1,0.148077,0.851923
7.5,4,45,1,0.14976,0.85024
7.5,5,46,1,0.147037,0.852963
8.0,1,42,1,0.38893,0.61107
8.0,2,43,1,0.390019,0.609981
8.0,3,44,1,0.391108,0.608892
8.0,4,45,1,0.387494,0.612506
8.0,5,46,1,0.388633,0.611367
8.5,1,42,1,0.630922,0.369078
8.5,2,43,1,0.628794,0.371206
8.5,3,44,1,0.635031,0.364969
8.5,4,45,1,0.633101,0.366899
8.5,5,46,1,0.628843,0.371157
9.0,1,42,1,0.741472,0.258528
9.0,2,43,1,0.738799,0.261201
9.0,3,44,1,0.740631,0.259369
9.0,4,45,1,0.744096,0.255904
9.0,5,46,1,0.736126,0.263874
9.5,1,42,1,0.769395,0.230605
9.5,2,43,1,0.766226,0.233774
9.5,3,44,1,0.772563,0.227437
9.5,4,45,1,0.774345,0.225655
9.5,5,46,1,0.766771,0.233229
10.0,1,42,1,0.777118,0.222882
10.0,2,43,1,0.77489,0.22511
10.0,3,44,1,0.781375,0.218625
10.0,4,45,1,0.781771,0.218229
10.0,5,46,1,0.774989,0.225011
12.0,1,42,1,0.779346,0.220654
12.0,2,43,1,0.776821,0.223179
12.0,3,44,1,0.783504,0.216496
12.0,4,45,1,0.784197,0.215803
12.0,5,46,1,0.777068,0.222932
14.0,1,42,1,0.779395,0.220605
14.0,2,43,1,0.776821,0.223179
14.0,3,44,1,0.783504,0.216496
14.0,4,45,1,0.784197,0.215803
14.0,5,46,1,0.777068,0.222932
16.0,1,42,1,0.779395,0.220605
16.0,2,43,1,0.776821,0.223179
16.0,3,44,1,0.783504,0.216496
16.0,4,45,1,0.784197,0.215803
16.0,5,46,1,0.777068,0.222932
0.0,1,42,1,0.0,1.0
0.0,2,43,1,0.0,1.0
0.0,3,44,1,0.0,1.0
0.0,4,45,1,0.0,1.0
0.0,5,46,1,5e-05,0.99995
