epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,300,0.010689,0.989311
0.0,2,43,300,0.010278,0.989722
0.0,3,44,300,0.010548,0.989452
0.0,4,45,300,0.01059,0.98941
0.0,5,46,300,0.01032,0.98968
2.0,1,42,300,0.010689,0.989311
2.0,2,43,300,0.010278,0.989722
2.0,3,44,300,0.010548,0.989452
2.0,4,45,300,0.01059,0.98941
2.0,5,46,300,0.01032,0.98968
4.0,1,42,300,0.010689,0.989311
4.0,2,43,300,0.010278,0.989722
4.0,3,44,300,0.010548,0.989452
4.0,4,45,300,0.01059,0.98941
4.0,5,46,300,0.01032,0.98968
6.0,1,42,300,0.010856,0.989144
6.0,2,43,300,0.01043,0.98957
6.0,3,44,300,0.010716,0.989284
6.0,4,45,300,0.010738,0.989262
6.0,5,46,300,0.010468,0.989532
8.0,1,42,300,0.060569,0.939431
8.0,2,43,300,0.057622,0.942378
8.0,3,44,300,0.058817,0.941183
8.0,4,45,300,0.059008,0.940992
8.0,5,46,300,0.058928,0.941072
10.0,1,42,300,0.884497,0.115503
10.0,2,43,300,0.884136,0.115864
10.0,3,44,300,0.882571,0.117429
10.0,4,45,300,0.885769,0.114231
10.0,5,46,300,0.884284,0.115716
12.0,1,42,300,0.932767,0.067233
12.0,2,43,300,0.93183,0.06817
12.0,3,44,300,0.930848,0.069152
12.0,4,45,300,0.933517,0.066483
12.0,5,46,300,0.932695,0.067305
14.0,1,42,300,0.932915,0.067085
14.0,2,43,300,0.931975,0.068025
14.0,3,44,300,0.931046,0.068954
14.0,4,45,300,0.933673,0.066327
14.0,5,46,300,0.932839,0.067161
16.0,1,42,300,0.932915,0.067085
16.0,2,43,300,0.931975,0.068025
16.0,3,44,300,0.931046,0.068954
16.0,4,45,300,0.933673,0.066327
16.0,5,46,300,0.932839,0.067161
18.0,1,42,300,0.932915,0.067085
18.0,2,43,300,0.931975,0.068025
18.0,3,44,300,0.931046,0.068954
18.0,4,45,300,0.933673,0.066327
18.0,5,46,300,0.932839,0.067161
