epsilon,run,seed,topk,attack_success_rate,defense_rate
18.0,1,42,300,0.939849,0.060151
18.0,2,43,300,0.938809,0.061191
18.0,3,44,300,0.93871,0.06129
18.0,4,45,300,0.94173,0.05827
18.0,5,46,300,0.937373,0.062627
0.0,1,42,300,0.011189,0.988811
0.0,2,43,300,0.008169,0.991831
0.0,3,44,300,0.008565,0.991435
0.0,4,45,300,0.01,0.99
0.0,5,46,300,0.010199,0.989801
10.0,1,42,300,0.889252,0.110748
10.0,2,43,300,0.891777,0.108223
10.0,3,44,300,0.88945,0.11055
10.0,4,45,300,0.892222,0.107778
10.0,5,46,300,0.888014,0.111986
12.0,1,42,300,0.939601,0.060399
12.0,2,43,300,0.938809,0.061191
12.0,3,44,300,0.938512,0.061488
12.0,4,45,300,0.941433,0.058567
12.0,5,46,300,0.937126,0.062874
14.0,1,42,300,0.939849,0.060151
14.0,2,43,300,0.938809,0.061191
14.0,3,44,300,0.93871,0.06129
14.0,4,45,300,0.94173,0.05827
14.0,5,46,300,0.937373,0.062627
16.0,1,42,300,0.939849,0.060151
16.0,2,43,300,0.938809,0.061191
16.0,3,44,300,0.93871,0.06129
16.0,4,45,300,0.94173,0.05827
16.0,5,46,300,0.937373,0.062627
2.0,1,42,300,0.011189,0.988811
2.0,2,43,300,0.008169,0.991831
2.0,3,44,300,0.008565,0.991435
2.0,4,45,300,0.01,0.99
2.0,5,46,300,0.010199,0.989801
4.0,1,42,300,0.011189,0.988811
4.0,2,43,300,0.008169,0.991831
4.0,3,44,300,0.008565,0.991435
4.0,4,45,300,0.01,0.99
4.0,5,46,300,0.010199,0.989801
6.0,1,42,300,0.011337,0.988663
6.0,2,43,300,0.008218,0.991782
6.0,3,44,300,0.008763,0.991237
6.0,4,45,300,0.01,0.99
6.0,5,46,300,0.010496,0.989504
8.0,1,42,300,0.062528,0.937472
8.0,2,43,300,0.052874,0.947126
8.0,3,44,300,0.058666,0.941334
8.0,4,45,300,0.058617,0.941383
8.0,5,46,300,0.057775,0.942225
8.5,1,42,300,0.190802,0.809198
8.5,2,43,300,0.184069,0.815931
8.5,3,44,300,0.18991,0.81009
8.5,4,45,300,0.185059,0.814941
8.5,5,46,300,0.186841,0.813159
9.0,1,42,300,0.473192,0.526808
9.0,2,43,300,0.480321,0.519679
9.0,3,44,300,0.47339,0.52661
9.0,4,45,300,0.474677,0.525323
9.0,5,46,300,0.472152,0.527848
9.5,1,42,300,0.761374,0.238626
9.5,2,43,300,0.759543,0.240457
9.5,3,44,300,0.76078,0.23922
9.5,4,45,300,0.762909,0.237091
9.5,5,46,300,0.765285,0.234715
