epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,10,0.000853,0.999147
0.0,2,43,10,0.000861,0.999139
0.0,3,44,10,0.000906,0.999094
0.0,4,45,10,0.000845,0.999155
0.0,5,46,10,0.000826,0.999174
2.0,1,42,10,0.000853,0.999147
2.0,2,43,10,0.000861,0.999139
2.0,3,44,10,0.000906,0.999094
2.0,4,45,10,0.000845,0.999155
2.0,5,46,10,0.000826,0.999174
4.0,1,42,10,0.000853,0.999147
4.0,2,43,10,0.000861,0.999139
4.0,3,44,10,0.000906,0.999094
4.0,4,45,10,0.000845,0.999155
4.0,5,46,10,0.000826,0.999174
6.0,1,42,10,0.000864,0.999136
6.0,2,43,10,0.000868,0.999132
6.0,3,44,10,0.00091,0.99909
6.0,4,45,10,0.000853,0.999147
6.0,5,46,10,0.000838,0.999162
8.0,1,42,10,0.003953,0.996047
8.0,2,43,10,0.003709,0.996291
8.0,3,44,10,0.003724,0.996276
8.0,4,45,10,0.003884,0.996116
8.0,5,46,10,0.003724,0.996276
10.0,1,42,10,0.488829,0.511171
10.0,2,43,10,0.487816,0.512184
10.0,3,44,10,0.488494,0.511506
10.0,4,45,10,0.488178,0.511822
10.0,5,46,10,0.48937,0.51063
12.0,1,42,10,0.973999,0.026001
12.0,2,43,10,0.97312,0.02688
12.0,3,44,10,0.974232,0.025768
12.0,4,45,10,0.973893,0.026107
12.0,5,46,10,0.973672,0.026328
14.0,1,42,10,0.977057,0.022943
14.0,2,43,10,0.975987,0.024013
14.0,3,44,10,0.977107,0.022893
14.0,4,45,10,0.976977,0.023023
14.0,5,46,10,0.976638,0.023362
16.0,1,42,10,0.977076,0.022924
16.0,2,43,10,0.976002,0.023998
16.0,3,44,10,0.97711,0.02289
16.0,4,45,10,0.976981,0.023019
16.0,5,46,10,0.976642,0.023358
18.0,1,42,10,0.977076,0.022924
18.0,2,43,10,0.976002,0.023998
18.0,3,44,10,0.97711,0.02289
18.0,4,45,10,0.976981,0.023019
18.0,5,46,10,0.976642,0.023358
20.0,1,42,10,0.977076,0.022924
20.0,2,43,10,0.976002,0.023998
20.0,3,44,10,0.97711,0.02289
20.0,4,45,10,0.976981,0.023019
20.0,5,46,10,0.976642,0.023358
7.0,1,42,10,0.001036,0.998964
7.0,2,43,10,0.001036,0.998964
7.0,3,44,10,0.001093,0.998907
7.0,4,45,10,0.001051,0.998949
7.0,5,46,10,0.001001,0.998999
9.0,1,42,10,0.052287,0.947713
9.0,2,43,10,0.051594,0.948406
9.0,3,44,10,0.052702,0.947298
9.0,4,45,10,0.053071,0.946929
9.0,5,46,10,0.053109,0.946891
11.0,1,42,10,0.926278,0.073722
11.0,2,43,10,0.925296,0.074704
11.0,3,44,10,0.924755,0.075245
11.0,4,45,10,0.925421,0.074579
11.0,5,46,10,0.92549,0.07451
13.0,1,42,10,0.976901,0.023099
13.0,2,43,10,0.97582,0.02418
13.0,3,44,10,0.97692,0.02308
13.0,4,45,10,0.976802,0.023198
13.0,5,46,10,0.97649,0.02351
15.0,1,42,10,0.977076,0.022924
15.0,2,43,10,0.976002,0.023998
15.0,3,44,10,0.97711,0.02289
15.0,4,45,10,0.976981,0.023019
15.0,5,46,10,0.976642,0.023358
17.0,1,42,10,0.977076,0.022924
17.0,2,43,10,0.976002,0.023998
17.0,3,44,10,0.97711,0.02289
17.0,4,45,10,0.976981,0.023019
17.0,5,46,10,0.976642,0.023358
19.0,1,42,10,0.977076,0.022924
19.0,2,43,10,0.976002,0.023998
19.0,3,44,10,0.97711,0.02289
19.0,4,45,10,0.976981,0.023019
19.0,5,46,10,0.976642,0.023358
9.5,1,42,10,0.185988,0.814012
9.5,2,43,10,0.186227,0.813773
9.5,3,44,10,0.186722,0.813278
9.5,4,45,10,0.187145,0.812855
9.5,5,46,10,0.187911,0.812089
10.5,1,42,10,0.790757,0.209243
10.5,2,43,10,0.791066,0.208934
10.5,3,44,10,0.791572,0.208428
10.5,4,45,10,0.790415,0.209585
10.5,5,46,10,0.790891,0.209109
