epsilon,run,seed,defense_rate,attack_success_rate
0.00,1,42,0.9735,0.026544108724669335
0.00,2,43,0.9728,0.027242441337460167
0.00,3,44,0.9730,0.026969998209871605
0.00,4,45,0.9730,0.026952391472440076
0.00,5,46,0.9729,0.027072507369252742
2.00,1,42,0.9735,0.026544108724669335
2.00,2,43,0.9728,0.027242441337460167
2.00,3,44,0.9730,0.026969998209871605
2.00,4,45,0.9730,0.026952391472440076
2.00,5,46,0.9729,0.027072507369252742
4.00,1,42,0.9735,0.026544108724669335
4.00,2,43,0.9728,0.027242441337460167
4.00,3,44,0.9730,0.026969998209871605
4.00,4,45,0.9730,0.026952391472440076
4.00,5,46,0.9729,0.027072507369252742
6.00,1,42,0.9735,0.02654790074020143
6.00,2,43,0.9728,0.027238629606476893
6.00,3,44,0.9730,0.026966189426054367
6.00,4,45,0.9730,0.026952391472440076
6.00,5,46,0.9729,0.027072507369252742
8.00,1,42,0.9731,0.026919518262346804
8.00,2,43,0.9724,0.027619802704804304
8.00,3,44,0.9726,0.027377538078316214
8.00,4,45,0.9727,0.02734090813866236
8.00,5,46,0.9726,0.027448567174157473
10.00,1,42,0.8247,0.1753093829055024
10.00,2,43,0.8264,0.17364721667403601
10.00,3,44,0.8248,0.17520879053889296
10.00,4,45,0.8256,0.17437443082445198
10.00,5,46,0.8248,0.17516331911623145
12.00,1,42,0.3742,0.6257604403311632
12.00,2,43,0.3762,0.6237897754128104
12.00,3,44,0.3750,0.624952353362709
12.00,4,45,0.3749,0.6250857639471237
12.00,5,46,0.3746,0.6254173845426685
14.00,1,42,0.3708,0.629221492063976
14.00,2,43,0.3729,0.6271136048302255
14.00,3,44,0.3718,0.6282266302773415
14.00,4,45,0.3712,0.6287831430008995
14.00,5,46,0.3710,0.6289813530120298
16.00,1,42,0.3708,0.6292443624498757
16.00,2,43,0.3729,0.6271250400231754
16.00,3,44,0.3718,0.6282266302773415
16.00,4,45,0.3712,0.6287869547318828
16.00,5,46,0.3710,0.6289851647430131
18.00,1,42,0.3708,0.6292443624498757
18.00,2,43,0.3729,0.6271250400231754
18.00,3,44,0.3718,0.6282266302773415
18.00,4,45,0.3712,0.6287869547318828
18.00,5,46,0.3710,0.6289851647430131
20.00,1,42,0.3708,0.6292443624498757
20.00,2,43,0.3729,0.6271250400231754
20.00,3,44,0.3718,0.6282266302773415
20.00,4,45,0.3712,0.6287869547318828
20.00,5,46,0.3710,0.6289851647430131
7.00,1,42,0.9734,0.026582028879990293
7.00,2,43,0.9727,0.027276746916309633
7.00,3,44,0.9730,0.027008086048044
7.00,4,45,0.9730,0.026975245393982564
7.00,5,46,0.9729,0.027080104537028596
9.00,1,42,0.9662,0.033757978693144106
9.00,2,43,0.9657,0.03426746153963438
9.00,3,44,0.9660,0.03403529219085054
9.00,4,45,0.9656,0.0344065788822147
9.00,5,46,0.9654,0.03458899686210748
11.00,1,42,0.4292,0.5708117048927915
11.00,2,43,0.4305,0.5694878558250873
11.00,3,44,0.4316,0.5683898453635747
11.00,4,45,0.4304,0.5695865777848924
11.00,5,46,0.4294,0.5706097124084364
13.00,1,42,0.3710,0.6290194703218626
13.00,2,43,0.3731,0.6269192065500785
13.00,3,44,0.3720,0.6280207968042447
13.00,4,45,0.3714,0.6285506274109198
13.00,5,46,0.3712,0.6288098251177825
15.00,1,42,0.3708,0.6292443624498757
15.00,2,43,0.3729,0.6271250400231754
15.00,3,44,0.3718,0.6282266302773415
15.00,4,45,0.3712,0.6287869547318828
15.00,5,46,0.3710,0.6289851647430131
17.00,1,42,0.3708,0.6292443624498757
17.00,2,43,0.3729,0.6271250400231754
17.00,3,44,0.3718,0.6282266302773415
17.00,4,45,0.3712,0.6287869547318828
17.00,5,46,0.3710,0.6289851647430131
19.00,1,42,0.3708,0.6292443624498757
19.00,2,43,0.3729,0.6271250400231754
19.00,3,44,0.3718,0.6282266302773415
19.00,4,45,0.3712,0.6287869547318828
19.00,5,46,0.3710,0.6289851647430131
9.50,1,42,0.9416,0.058417288026258375
9.50,2,43,0.9411,0.05894460792535106
9.50,3,44,0.9407,0.05933665753716874
9.50,4,45,0.9407,0.05925260058582219
9.50,5,46,0.9408,0.05921022614937722
10.50,1,42,0.5754,0.4245565906536359
10.50,2,43,0.5766,0.4234261362770061
10.50,3,44,0.5755,0.4244509734432339
10.50,4,45,0.5771,0.4229049704426175
10.50,5,46,0.5782,0.4218134734757607
