epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,5,0.000297,0.999703
2.0,2,43,5,0.000198,0.999802
2.0,3,44,5,0.000347,0.999653
2.0,4,45,5,0.000446,0.999554
2.0,5,46,5,0.000297,0.999703
4.0,1,42,5,0.000297,0.999703
4.0,2,43,5,0.000297,0.999703
4.0,3,44,5,0.000347,0.999653
4.0,4,45,5,0.000446,0.999554
4.0,5,46,5,0.000297,0.999703
6.0,1,42,5,0.002723,0.997277
6.0,2,43,5,0.002426,0.997574
6.0,3,44,5,0.002772,0.997228
6.0,4,45,5,0.002327,0.997673
6.0,5,46,5,0.00302,0.99698
6.5,1,42,5,0.008713,0.991287
6.5,2,43,5,0.010941,0.989059
6.5,3,44,5,0.009951,0.990049
6.5,4,45,5,0.008812,0.991188
6.5,5,46,5,0.010694,0.989306
7.0,1,42,5,0.041735,0.958265
7.0,2,43,5,0.04025,0.95975
7.0,3,44,5,0.04025,0.95975
7.0,4,45,5,0.044062,0.955938
7.0,5,46,5,0.040992,0.959008
7.5,1,42,5,0.149809,0.850191
7.5,2,43,5,0.153374,0.846626
7.5,3,44,5,0.148968,0.851032
7.5,4,45,5,0.150403,0.849597
7.5,5,46,5,0.148572,0.851428
8.0,1,42,5,0.391257,0.608743
8.0,2,43,5,0.392643,0.607357
8.0,3,44,5,0.393089,0.606911
8.0,4,45,5,0.390217,0.609783
8.0,5,46,5,0.391901,0.608099
8.5,1,42,5,0.634734,0.365266
8.5,2,43,5,0.6332,0.3668
8.5,3,44,5,0.638695,0.361305
8.5,4,45,5,0.637111,0.362889
8.5,5,46,5,0.633299,0.366701
9.0,1,42,5,0.746126,0.253874
9.0,2,43,5,0.74375,0.25625
9.0,3,44,5,0.744839,0.255161
9.0,4,45,5,0.7487,0.2513
9.0,5,46,5,0.741522,0.258478
9.5,1,42,5,0.774098,0.225902
9.5,2,43,5,0.771424,0.228576
9.5,3,44,5,0.77692,0.22308
9.5,4,45,5,0.779246,0.220754
9.5,5,46,5,0.772513,0.227487
10.0,1,42,5,0.781969,0.218031
10.0,2,43,5,0.780187,0.219813
10.0,3,44,5,0.785682,0.214318
10.0,4,45,5,0.786623,0.213377
10.0,5,46,5,0.780732,0.219268
12.0,1,42,5,0.784197,0.215803
12.0,2,43,5,0.782118,0.217882
12.0,3,44,5,0.787861,0.212139
12.0,4,45,5,0.789098,0.210902
12.0,5,46,5,0.782861,0.217139
14.0,1,42,5,0.784247,0.215753
14.0,2,43,5,0.782118,0.217882
14.0,3,44,5,0.787861,0.212139
14.0,4,45,5,0.789098,0.210902
14.0,5,46,5,0.782861,0.217139
16.0,1,42,5,0.784247,0.215753
16.0,2,43,5,0.782118,0.217882
16.0,3,44,5,0.787861,0.212139
16.0,4,45,5,0.789098,0.210902
16.0,5,46,5,0.782861,0.217139
0.0,1,42,5,0.000297,0.999703
0.0,2,43,5,0.000198,0.999802
0.0,3,44,5,0.000347,0.999653
0.0,4,45,5,0.000446,0.999554
0.0,5,46,5,0.000297,0.999703
