epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,10,0.000853,0.999147
0.0,2,43,10,0.000861,0.999139
0.0,3,44,10,0.000906,0.999094
0.0,4,45,10,0.000845,0.999155
0.0,5,46,10,0.000826,0.999174
2.0,1,42,10,0.000853,0.999147
2.0,2,43,10,0.000861,0.999139
2.0,3,44,10,0.000906,0.999094
2.0,4,45,10,0.000845,0.999155
2.0,5,46,10,0.000826,0.999174
4.0,1,42,10,0.000864,0.999136
4.0,2,43,10,0.000868,0.999132
4.0,3,44,10,0.000906,0.999094
4.0,4,45,10,0.000853,0.999147
4.0,5,46,10,0.000834,0.999166
6.0,1,42,10,0.003237,0.996763
6.0,2,43,10,0.003294,0.996706
6.0,3,44,10,0.003187,0.996813
6.0,4,45,10,0.003157,0.996843
6.0,5,46,10,0.003043,0.996957
8.0,1,42,10,0.389511,0.610489
8.0,2,43,10,0.388128,0.611872
8.0,3,44,10,0.387709,0.612291
8.0,4,45,10,0.389408,0.610592
8.0,5,46,10,0.39095,0.60905
10.0,1,42,10,0.777068,0.222932
10.0,2,43,10,0.774703,0.225297
10.0,3,44,10,0.773435,0.226565
10.0,4,45,10,0.774524,0.225476
10.0,5,46,10,0.777902,0.222098
12.0,1,42,10,0.779314,0.220686
12.0,2,43,10,0.776988,0.223012
12.0,3,44,10,0.775632,0.224368
12.0,4,45,10,0.776786,0.223214
12.0,5,46,10,0.780263,0.219737
14.0,1,42,10,0.779326,0.220674
14.0,2,43,10,0.777003,0.222997
14.0,3,44,10,0.77564,0.22436
14.0,4,45,10,0.776797,0.223203
14.0,5,46,10,0.780263,0.219737
16.0,1,42,10,0.779326,0.220674
16.0,2,43,10,0.777003,0.222997
16.0,3,44,10,0.77564,0.22436
16.0,4,45,10,0.776797,0.223203
16.0,5,46,10,0.780263,0.219737
7.0,1,42,10,0.041248,0.958752
7.0,2,43,10,0.041628,0.958372
7.0,3,44,10,0.041667,0.958333
7.0,4,45,10,0.040989,0.959011
7.0,5,46,10,0.041716,0.958284
9.0,1,42,10,0.738295,0.261705
9.0,2,43,10,0.736022,0.263978
9.0,3,44,10,0.735211,0.264789
9.0,4,45,10,0.736235,0.263765
9.0,5,46,10,0.739377,0.260623
11.0,1,42,10,0.779185,0.220815
11.0,2,43,10,0.7769,0.2231
11.0,3,44,10,0.775522,0.224478
11.0,4,45,10,0.776645,0.223355
11.0,5,46,10,0.780118,0.219882
13.0,1,42,10,0.779326,0.220674
13.0,2,43,10,0.777003,0.222997
13.0,3,44,10,0.77564,0.22436
13.0,4,45,10,0.776797,0.223203
13.0,5,46,10,0.780263,0.219737
7.5,1,42,10,0.149964,0.850036
7.5,2,43,10,0.149222,0.850778
7.5,3,44,10,0.148898,0.851102
7.5,4,45,10,0.148757,0.851243
7.5,5,46,10,0.149964,0.850036
8.5,1,42,10,0.631384,0.368616
8.5,2,43,10,0.628451,0.371549
8.5,3,44,10,0.628684,0.371316
8.5,4,45,10,0.629487,0.370513
8.5,5,46,10,0.631833,0.368167
