epsilon,run,seed,topk,attack_success_rate,defense_rate
22.0,1,42,5,0.995148,0.004852
22.0,2,43,5,0.99396,0.00604
22.0,3,44,5,0.994505,0.005495
22.0,4,45,5,0.99495,0.00505
22.0,5,46,5,0.993217,0.006783
0.0,1,42,5,0.000297,0.999703
0.0,2,43,5,0.000198,0.999802
0.0,3,44,5,0.000347,0.999653
0.0,4,45,5,0.000446,0.999554
0.0,5,46,5,0.000297,0.999703
10.0,1,42,5,0.053716,0.946284
10.0,2,43,5,0.05322,0.94678
10.0,3,44,5,0.051587,0.948413
10.0,4,45,5,0.053319,0.946681
10.0,5,46,5,0.052527,0.947473
10.5,1,42,5,0.19798,0.80202
10.5,2,43,5,0.186346,0.813654
10.5,3,44,5,0.18798,0.81202
10.5,4,45,5,0.189267,0.810733
10.5,5,46,5,0.192485,0.807515
11.0,1,42,5,0.492203,0.507797
11.0,2,43,5,0.496757,0.503243
11.0,3,44,5,0.500025,0.499975
11.0,4,45,5,0.498837,0.501163
11.0,5,46,5,0.496361,0.503639
11.5,1,42,5,0.801822,0.198178
11.5,2,43,5,0.804842,0.195158
11.5,3,44,5,0.802069,0.197931
11.5,4,45,5,0.803456,0.196544
11.5,5,46,5,0.801574,0.198426
12.0,1,42,5,0.945393,0.054607
12.0,2,43,5,0.942571,0.057429
12.0,3,44,5,0.942126,0.057874
12.0,4,45,5,0.941977,0.058023
12.0,5,46,5,0.940987,0.059013
12.5,1,42,5,0.982326,0.017674
12.5,2,43,5,0.980494,0.019506
12.5,3,44,5,0.980148,0.019852
12.5,4,45,5,0.982771,0.017229
12.5,5,46,5,0.981633,0.018367
13.0,1,42,5,0.992376,0.007624
13.0,2,43,5,0.991534,0.008466
13.0,3,44,5,0.991138,0.008862
13.0,4,45,5,0.992623,0.007377
13.0,5,46,5,0.990247,0.009753
13.5,1,42,5,0.994505,0.005495
13.5,2,43,5,0.993069,0.006931
13.5,3,44,5,0.993713,0.006287
13.5,4,45,5,0.994158,0.005842
13.5,5,46,5,0.992475,0.007525
14.0,1,42,5,0.995,0.005
14.0,2,43,5,0.993861,0.006139
14.0,3,44,5,0.994356,0.005644
14.0,4,45,5,0.994653,0.005347
14.0,5,46,5,0.993168,0.006832
16.0,1,42,5,0.995148,0.004852
16.0,2,43,5,0.99396,0.00604
16.0,3,44,5,0.994505,0.005495
16.0,4,45,5,0.99495,0.00505
16.0,5,46,5,0.993217,0.006783
18.0,1,42,5,0.995148,0.004852
18.0,2,43,5,0.99396,0.00604
18.0,3,44,5,0.994505,0.005495
18.0,4,45,5,0.99495,0.00505
18.0,5,46,5,0.993217,0.006783
2.0,1,42,5,0.000297,0.999703
2.0,2,43,5,0.000198,0.999802
2.0,3,44,5,0.000347,0.999653
2.0,4,45,5,0.000446,0.999554
2.0,5,46,5,0.000297,0.999703
20.0,1,42,5,0.995148,0.004852
20.0,2,43,5,0.99396,0.00604
20.0,3,44,5,0.994505,0.005495
20.0,4,45,5,0.99495,0.00505
20.0,5,46,5,0.993217,0.006783
4.0,1,42,5,0.000297,0.999703
4.0,2,43,5,0.000198,0.999802
4.0,3,44,5,0.000347,0.999653
4.0,4,45,5,0.000446,0.999554
4.0,5,46,5,0.000297,0.999703
6.0,1,42,5,0.000297,0.999703
6.0,2,43,5,0.000198,0.999802
6.0,3,44,5,0.000347,0.999653
6.0,4,45,5,0.000446,0.999554
6.0,5,46,5,0.000297,0.999703
8.0,1,42,5,0.000396,0.999604
8.0,2,43,5,0.000347,0.999653
8.0,3,44,5,0.000495,0.999505
8.0,4,45,5,0.000594,0.999406
8.0,5,46,5,0.000545,0.999455
