epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,10,0.000693,0.999307
2.0,2,43,10,0.000792,0.999208
2.0,3,44,10,0.000644,0.999356
2.0,4,45,10,0.001089,0.998911
2.0,5,46,10,0.000743,0.999257
4.0,1,42,10,0.000693,0.999307
4.0,2,43,10,0.000891,0.999109
4.0,3,44,10,0.000644,0.999356
4.0,4,45,10,0.001089,0.998911
4.0,5,46,10,0.000743,0.999257
6.0,1,42,10,0.003168,0.996832
6.0,2,43,10,0.003119,0.996881
6.0,3,44,10,0.003069,0.996931
6.0,4,45,10,0.00297,0.99703
6.0,5,46,10,0.003466,0.996534
6.5,1,42,10,0.009159,0.990841
6.5,2,43,10,0.011585,0.988415
6.5,3,44,10,0.010248,0.989752
6.5,4,45,10,0.009456,0.990544
6.5,5,46,10,0.011189,0.988811
7.0,1,42,10,0.042329,0.957671
7.0,2,43,10,0.041042,0.958958
7.0,3,44,10,0.040547,0.959453
7.0,4,45,10,0.044804,0.955196
7.0,5,46,10,0.041537,0.958463
7.5,1,42,10,0.151196,0.848804
7.5,2,43,10,0.154414,0.845586
7.5,3,44,10,0.149809,0.850191
7.5,4,45,10,0.151641,0.848359
7.5,5,46,10,0.149364,0.850636
8.0,1,42,10,0.393683,0.606317
8.0,2,43,10,0.394376,0.605624
8.0,3,44,10,0.394723,0.605277
8.0,4,45,10,0.392049,0.607951
8.0,5,46,10,0.394277,0.605723
8.5,1,42,10,0.638249,0.361751
8.5,2,43,10,0.635477,0.364523
8.5,3,44,10,0.641071,0.358929
8.5,4,45,10,0.639388,0.360612
8.5,5,46,10,0.63617,0.36383
9.0,1,42,10,0.749938,0.250062
9.0,2,43,10,0.74672,0.25328
9.0,3,44,10,0.747562,0.252438
9.0,4,45,10,0.751572,0.248428
9.0,5,46,10,0.745235,0.254765
9.5,1,42,10,0.778207,0.221793
9.5,2,43,10,0.774296,0.225704
9.5,3,44,10,0.779742,0.220258
9.5,4,45,10,0.782068,0.217932
9.5,5,46,10,0.776227,0.223773
10.0,1,42,10,0.786128,0.213872
10.0,2,43,10,0.783207,0.216793
10.0,3,44,10,0.788554,0.211446
10.0,4,45,10,0.789445,0.210555
10.0,5,46,10,0.784544,0.215456
12.0,1,42,10,0.788356,0.211644
12.0,2,43,10,0.785138,0.214862
12.0,3,44,10,0.790732,0.209268
12.0,4,45,10,0.79192,0.20808
12.0,5,46,10,0.786673,0.213327
14.0,1,42,10,0.788405,0.211595
14.0,2,43,10,0.785138,0.214862
14.0,3,44,10,0.790732,0.209268
14.0,4,45,10,0.79192,0.20808
14.0,5,46,10,0.786673,0.213327
16.0,1,42,10,0.788405,0.211595
16.0,2,43,10,0.785138,0.214862
16.0,3,44,10,0.790732,0.209268
16.0,4,45,10,0.79192,0.20808
16.0,5,46,10,0.786673,0.213327
0.0,1,42,10,0.000693,0.999307
0.0,2,43,10,0.000792,0.999208
0.0,3,44,10,0.000644,0.999356
0.0,4,45,10,0.001089,0.998911
0.0,5,46,10,0.000743,0.999257
