epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,1,2.7e-05,0.999973
0.0,2,43,1,4.2e-05,0.999958
0.0,3,44,1,3.4e-05,0.999966
0.0,4,45,1,2.3e-05,0.999977
0.0,5,46,1,1.9e-05,0.999981
2.0,1,42,1,2.7e-05,0.999973
2.0,2,43,1,4.2e-05,0.999958
2.0,3,44,1,3.4e-05,0.999966
2.0,4,45,1,2.3e-05,0.999977
2.0,5,46,1,1.9e-05,0.999981
4.0,1,42,1,3.8e-05,0.999962
4.0,2,43,1,5e-05,0.99995
4.0,3,44,1,3.4e-05,0.999966
4.0,4,45,1,3e-05,0.99997
4.0,5,46,1,2.7e-05,0.999973
6.0,1,42,1,0.002399,0.997601
6.0,2,43,1,0.002441,0.997559
6.0,3,44,1,0.002292,0.997708
6.0,4,45,1,0.002311,0.997689
6.0,5,46,1,0.002216,0.997784
8.0,1,42,1,0.384518,0.615482
8.0,2,43,1,0.383193,0.616807
8.0,3,44,1,0.382622,0.617378
8.0,4,45,1,0.384202,0.615798
8.0,5,46,1,0.386061,0.613939
10.0,1,42,1,0.767933,0.232067
10.0,2,43,1,0.765412,0.234588
10.0,3,44,1,0.764205,0.235795
10.0,4,45,1,0.765187,0.234813
10.0,5,46,1,0.768835,0.231165
12.0,1,42,1,0.770134,0.229866
12.0,2,43,1,0.767681,0.232319
12.0,3,44,1,0.766383,0.233617
12.0,4,45,1,0.767426,0.232574
12.0,5,46,1,0.771162,0.228838
14.0,1,42,1,0.770145,0.229855
14.0,2,43,1,0.767696,0.232304
14.0,3,44,1,0.76639,0.23361
14.0,4,45,1,0.767438,0.232562
14.0,5,46,1,0.771162,0.228838
16.0,1,42,1,0.770145,0.229855
16.0,2,43,1,0.767696,0.232304
16.0,3,44,1,0.76639,0.23361
16.0,4,45,1,0.767438,0.232562
16.0,5,46,1,0.771162,0.228838
