epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,5,0.00035,0.99965
0.0,2,43,5,0.000354,0.999646
0.0,3,44,5,0.000324,0.999676
0.0,4,45,5,0.000305,0.999695
0.0,5,46,5,0.000327,0.999673
2.0,1,42,5,0.00035,0.99965
2.0,2,43,5,0.000354,0.999646
2.0,3,44,5,0.000324,0.999676
2.0,4,45,5,0.000305,0.999695
2.0,5,46,5,0.000327,0.999673
4.0,1,42,5,0.00035,0.99965
4.0,2,43,5,0.000354,0.999646
4.0,3,44,5,0.000324,0.999676
4.0,4,45,5,0.000305,0.999695
4.0,5,46,5,0.000327,0.999673
6.0,1,42,5,0.000362,0.999638
6.0,2,43,5,0.000362,0.999638
6.0,3,44,5,0.000327,0.999673
6.0,4,45,5,0.000312,0.999688
6.0,5,46,5,0.000339,0.999661
8.0,1,42,5,0.003446,0.996554
8.0,2,43,5,0.003206,0.996794
8.0,3,44,5,0.003138,0.996862
8.0,4,45,5,0.003343,0.996657
8.0,5,46,5,0.003229,0.996771
10.0,1,42,5,0.488224,0.511776
10.0,2,43,5,0.487169,0.512831
10.0,3,44,5,0.487828,0.512172
10.0,4,45,5,0.487539,0.512461
10.0,5,46,5,0.488727,0.511273
12.0,1,42,5,0.973245,0.026755
12.0,2,43,5,0.972316,0.027684
12.0,3,44,5,0.973428,0.026572
12.0,4,45,5,0.973169,0.026831
12.0,5,46,5,0.972895,0.027105
14.0,1,42,5,0.976303,0.023697
14.0,2,43,5,0.975191,0.024809
14.0,3,44,5,0.976303,0.023697
14.0,4,45,5,0.976254,0.023746
14.0,5,46,5,0.975861,0.024139
16.0,1,42,5,0.976322,0.023678
16.0,2,43,5,0.975206,0.024794
16.0,3,44,5,0.976307,0.023693
16.0,4,45,5,0.976257,0.023743
16.0,5,46,5,0.975865,0.024135
18.0,1,42,5,0.976322,0.023678
18.0,2,43,5,0.975206,0.024794
18.0,3,44,5,0.976307,0.023693
18.0,4,45,5,0.976257,0.023743
18.0,5,46,5,0.975865,0.024135
20.0,1,42,5,0.976322,0.023678
20.0,2,43,5,0.975206,0.024794
20.0,3,44,5,0.976307,0.023693
20.0,4,45,5,0.976257,0.023743
20.0,5,46,5,0.975865,0.024135
