epsilon,run,seed,accuracy
0.00,1,42,0.5015559216547685
0.00,2,43,0.5136371956800293
0.00,3,44,0.5061321618158521
0.00,4,45,0.527732015376167
0.00,5,46,0.5354200988467874
2.00,1,42,0.5015559216547685
2.00,2,43,0.5136371956800293
2.00,3,44,0.5061321618158521
2.00,4,45,0.527732015376167
2.00,5,46,0.5354200988467874
4.00,1,42,0.5112575507962658
4.00,2,43,0.5279150649826103
4.00,3,44,0.5125388980413692
4.00,4,45,0.5141863444993593
4.00,5,46,0.5226066263957533
6.00,1,42,0.5048508145707487
6.00,2,43,0.5119897492220392
6.00,3,44,0.5205930807248764
6.00,4,45,0.5163829397766795
6.00,5,46,0.5392641405820977
8.00,1,42,0.519311733479773
8.00,2,43,0.5218744279699798
8.00,3,44,0.5116236500091524
8.00,4,45,0.5257184697052901
8.00,5,46,0.5356031484532309
10.00,1,42,0.8760754164378547
10.00,2,43,0.8769906644700713
10.00,3,44,0.8718652754896576
10.00,4,45,0.8727805235218744
10.00,5,46,0.8718652754896576
12.00,1,42,0.8846787479406919
12.00,2,43,0.8854109463664653
12.00,3,44,0.8850448471535787
12.00,4,45,0.8839465495149186
12.00,5,46,0.8865092440051254
14.00,1,42,0.8855939959729087
14.00,2,43,0.885227896760022
14.00,3,44,0.882116053450485
14.00,4,45,0.8819330038440417
14.00,5,46,0.8844956983342486
16.00,1,42,0.8837634999084752
16.00,2,43,0.8865092440051254
16.00,3,44,0.8835804503020318
16.00,4,45,0.8830313014827018
16.00,4,45,0.8830313014827018
16.00,5,46,0.8850448471535787
16.00,5,46,0.8850448471535787
18.00,1,42,0.8837634999084752
18.00,1,42,0.8837634999084752
18.00,2,43,0.8865092440051254
18.00,2,43,0.8865092440051254
18.00,3,44,0.8835804503020318
18.00,3,44,0.8835804503020318
18.00,4,45,0.8830313014827018
18.00,4,45,0.8830313014827018
18.00,5,46,0.8850448471535787
18.00,5,46,0.8850448471535787
7,1,42,0.5116236500091524
7,2,43,0.5138202452864726
7,3,44,0.5107084019769358
7,4,45,0.5216913783635365
7,5,46,0.5302947098663738
9,1,42,0.7019952407102324
9,2,43,0.7080358777228629
9,3,44,0.6803953871499177
9,4,45,0.6891817682591982
9,5,46,0.7080358777228629
11,1,42,0.8806516565989383
11,2,43,0.8824821526633718
11,3,44,0.8808347062053816
11,4,45,0.8812008054182684
11,5,46,0.8861431447922387
13,1,42,0.8835804503020318
13,2,43,0.885777045579352
13,3,44,0.8824821526633718
13,4,45,0.8808347062053816
13,5,46,0.8866922936115688
15,1,42,0.8837634999084752
15,2,43,0.8865092440051254
15,3,44,0.8835804503020318
15,4,45,0.8830313014827018
15,5,46,0.8850448471535787
8.5,1,42,0.576972359509427
8.5,2,43,0.5548233571297821
8.5,3,44,0.5672707303679297
8.5,4,45,0.5766062602965404
8.5,5,46,0.5698334248581366
9.5,1,42,0.8396485447556288
9.5,2,43,0.8378180486911954
9.5,3,44,0.8196961376533041
9.5,4,45,0.8310452132527915
9.5,5,46,0.8396485447556288
