epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,10,0.000693,0.999307
2.0,2,43,10,0.000792,0.999208
2.0,3,44,10,0.000644,0.999356
2.0,4,45,10,0.001089,0.998911
2.0,5,46,10,0.000743,0.999257
4.0,1,42,10,0.000693,0.999307
4.0,2,43,10,0.000792,0.999208
4.0,3,44,10,0.000644,0.999356
4.0,4,45,10,0.001089,0.998911
4.0,5,46,10,0.000743,0.999257
6.0,1,42,10,0.000842,0.999158
6.0,2,43,10,0.000842,0.999158
6.0,3,44,10,0.000842,0.999158
6.0,4,45,10,0.001089,0.998911
6.0,5,46,10,0.00104,0.99896
8.0,1,42,10,0.052082,0.947918
8.0,2,43,10,0.045992,0.954008
8.0,3,44,10,0.050696,0.949304
8.0,4,45,10,0.049656,0.950344
8.0,5,46,10,0.048517,0.951483
8.5,1,42,10,0.180207,0.819793
8.5,2,43,10,0.176543,0.823457
8.5,3,44,10,0.182187,0.817813
8.5,4,45,10,0.177088,0.822912
8.5,5,46,10,0.178029,0.821971
9.0,1,42,10,0.464379,0.535621
9.0,2,43,10,0.473043,0.526957
9.0,3,44,10,0.465964,0.534036
9.0,4,45,10,0.466855,0.533145
9.0,5,46,10,0.464429,0.535571
9.5,1,42,10,0.753899,0.246101
9.5,2,43,10,0.752215,0.247785
9.5,3,44,10,0.754097,0.245903
9.5,4,45,10,0.756325,0.243675
9.5,5,46,10,0.759543,0.240457
10.0,1,42,10,0.881826,0.118174
10.0,2,43,10,0.88544,0.11456
10.0,3,44,10,0.882915,0.117085
10.0,4,45,10,0.886034,0.113966
10.0,5,46,10,0.882172,0.117828
12.0,1,42,10,0.932967,0.067033
12.0,2,43,10,0.932224,0.067776
12.0,3,44,10,0.932373,0.067627
12.0,4,45,10,0.93564,0.06436
12.0,5,46,10,0.931779,0.068221
14.0,1,42,10,0.933215,0.066785
14.0,2,43,10,0.932224,0.067776
14.0,3,44,10,0.932571,0.067429
14.0,4,45,10,0.935937,0.064063
14.0,5,46,10,0.932026,0.067974
16.0,1,42,10,0.933215,0.066785
16.0,2,43,10,0.932224,0.067776
16.0,3,44,10,0.932571,0.067429
16.0,4,45,10,0.935937,0.064063
16.0,5,46,10,0.932026,0.067974
18.0,1,42,10,0.933215,0.066785
18.0,2,43,10,0.932224,0.067776
18.0,3,44,10,0.932571,0.067429
18.0,4,45,10,0.935937,0.064063
18.0,5,46,10,0.932026,0.067974
0.0,1,42,10,0.000693,0.999307
0.0,2,43,10,0.000792,0.999208
0.0,3,44,10,0.000644,0.999356
0.0,4,45,10,0.001089,0.998911
0.0,5,46,10,0.000743,0.999257
