epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,5,0.00035,0.99965
0.0,2,43,5,0.000354,0.999646
0.0,3,44,5,0.000324,0.999676
0.0,4,45,5,0.000305,0.999695
0.0,5,46,5,0.000327,0.999673
2.0,1,42,5,0.00035,0.99965
2.0,2,43,5,0.000354,0.999646
2.0,3,44,5,0.000324,0.999676
2.0,4,45,5,0.000305,0.999695
2.0,5,46,5,0.000327,0.999673
4.0,1,42,5,0.00035,0.99965
4.0,2,43,5,0.000354,0.999646
4.0,3,44,5,0.000324,0.999676
4.0,4,45,5,0.000305,0.999695
4.0,5,46,5,0.000327,0.999673
6.0,1,42,5,0.00035,0.99965
6.0,2,43,5,0.000358,0.999642
6.0,3,44,5,0.000324,0.999676
6.0,4,45,5,0.000305,0.999695
6.0,5,46,5,0.000327,0.999673
8.0,1,42,5,0.000529,0.999471
8.0,2,43,5,0.000503,0.999497
8.0,3,44,5,0.000503,0.999497
8.0,4,45,5,0.000453,0.999547
8.0,5,46,5,0.000457,0.999543
10.0,1,42,5,0.052161,0.947839
10.0,2,43,5,0.052279,0.947721
10.0,3,44,5,0.052428,0.947572
10.0,4,45,5,0.052062,0.947938
10.0,5,46,5,0.05239,0.94761
12.0,1,42,5,0.940021,0.059979
12.0,2,43,5,0.939332,0.060668
12.0,3,44,5,0.940177,0.059823
12.0,4,45,5,0.940097,0.059903
12.0,5,46,5,0.939621,0.060379
14.0,1,42,5,0.991996,0.008004
14.0,2,43,5,0.991314,0.008686
14.0,3,44,5,0.99206,0.00794
14.0,4,45,5,0.992152,0.007848
14.0,5,46,5,0.991935,0.008065
16.0,1,42,5,0.992171,0.007829
16.0,2,43,5,0.991508,0.008492
16.0,3,44,5,0.992217,0.007783
16.0,4,45,5,0.992312,0.007688
16.0,5,46,5,0.992087,0.007913
18.0,1,42,5,0.992171,0.007829
18.0,2,43,5,0.991508,0.008492
18.0,3,44,5,0.992217,0.007783
18.0,4,45,5,0.992312,0.007688
18.0,5,46,5,0.992091,0.007909
20.0,1,42,5,0.992171,0.007829
20.0,2,43,5,0.991508,0.008492
20.0,3,44,5,0.992217,0.007783
20.0,4,45,5,0.992312,0.007688
20.0,5,46,5,0.992091,0.007909
22.0,1,42,5,0.992171,0.007829
22.0,2,43,5,0.991508,0.008492
22.0,3,44,5,0.992217,0.007783
22.0,4,45,5,0.992312,0.007688
22.0,5,46,5,0.992091,0.007909
