epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,10,0.000853,0.999147
0.0,2,43,10,0.000861,0.999139
0.0,3,44,10,0.000906,0.999094
0.0,4,45,10,0.000845,0.999155
0.0,5,46,10,0.000826,0.999174
2.0,1,42,10,0.000853,0.999147
2.0,2,43,10,0.000861,0.999139
2.0,3,44,10,0.000906,0.999094
2.0,4,45,10,0.000845,0.999155
2.0,5,46,10,0.000826,0.999174
4.0,1,42,10,0.000853,0.999147
4.0,2,43,10,0.000861,0.999139
4.0,3,44,10,0.000906,0.999094
4.0,4,45,10,0.000845,0.999155
4.0,5,46,10,0.000826,0.999174
6.0,1,42,10,0.000853,0.999147
6.0,2,43,10,0.000861,0.999139
6.0,3,44,10,0.000906,0.999094
6.0,4,45,10,0.000845,0.999155
6.0,5,46,10,0.000826,0.999174
8.0,1,42,10,0.000861,0.999139
8.0,2,43,10,0.000876,0.999124
8.0,3,44,10,0.000918,0.999082
8.0,4,45,10,0.000853,0.999147
8.0,5,46,10,0.000834,0.999166
10.0,1,42,10,0.003892,0.996108
10.0,2,43,10,0.003861,0.996139
10.0,3,44,10,0.00393,0.99607
10.0,4,45,10,0.003785,0.996215
10.0,5,46,10,0.003659,0.996341
12.0,1,42,10,0.498684,0.501316
12.0,2,43,10,0.499256,0.500744
12.0,3,44,10,0.499842,0.500158
12.0,4,45,10,0.497363,0.502637
12.0,5,46,10,0.499587,0.500413
14.0,1,42,10,0.994345,0.005655
14.0,2,43,10,0.994372,0.005628
14.0,3,44,10,0.994581,0.005419
14.0,4,45,10,0.994261,0.005739
14.0,5,46,10,0.994353,0.005647
16.0,1,42,10,0.997414,0.002586
16.0,2,43,10,0.997251,0.002749
16.0,3,44,10,0.997559,0.002441
16.0,4,45,10,0.997426,0.002574
16.0,5,46,10,0.997487,0.002513
18.0,1,42,10,0.997426,0.002574
18.0,2,43,10,0.997266,0.002734
18.0,3,44,10,0.997567,0.002433
18.0,4,45,10,0.997437,0.002563
18.0,5,46,10,0.997498,0.002502
20.0,1,42,10,0.997426,0.002574
20.0,2,43,10,0.997266,0.002734
20.0,3,44,10,0.997567,0.002433
20.0,4,45,10,0.997437,0.002563
20.0,5,46,10,0.997498,0.002502
22.0,1,42,10,0.997426,0.002574
22.0,2,43,10,0.997266,0.002734
22.0,3,44,10,0.997567,0.002433
22.0,4,45,10,0.997437,0.002563
22.0,5,46,10,0.997498,0.002502
24.0,1,42,10,0.997426,0.002574
24.0,2,43,10,0.997266,0.002734
24.0,3,44,10,0.997567,0.002433
24.0,4,45,10,0.997437,0.002563
24.0,5,46,10,0.997498,0.002502
7.0,1,42,10,0.000853,0.999147
7.0,2,43,10,0.000861,0.999139
7.0,3,44,10,0.000906,0.999094
7.0,4,45,10,0.000845,0.999155
7.0,5,46,10,0.000826,0.999174
11.0,1,42,10,0.053197,0.946803
11.0,2,43,10,0.053966,0.946034
11.0,3,44,10,0.053029,0.946971
11.0,4,45,10,0.053155,0.946845
11.0,5,46,10,0.053178,0.946822
13.0,1,42,10,0.946064,0.053936
13.0,2,43,10,0.945634,0.054366
13.0,3,44,10,0.944998,0.055002
13.0,4,45,10,0.945109,0.054891
13.0,5,46,10,0.945097,0.054903
15.0,1,42,10,0.997285,0.002715
15.0,2,43,10,0.997064,0.002936
15.0,3,44,10,0.997422,0.002578
15.0,4,45,10,0.997258,0.002742
15.0,5,46,10,0.997365,0.002635
17.0,1,42,10,0.997422,0.002578
17.0,2,43,10,0.997262,0.002738
17.0,3,44,10,0.997567,0.002433
17.0,4,45,10,0.997437,0.002563
17.0,5,46,10,0.997494,0.002506
19.0,1,42,10,0.997426,0.002574
19.0,2,43,10,0.997266,0.002734
19.0,3,44,10,0.997567,0.002433
19.0,4,45,10,0.997437,0.002563
19.0,5,46,10,0.997498,0.002502
21.0,1,42,10,0.997426,0.002574
21.0,2,43,10,0.997266,0.002734
21.0,3,44,10,0.997567,0.002433
21.0,4,45,10,0.997437,0.002563
21.0,5,46,10,0.997498,0.002502
11.5,1,42,10,0.188878,0.811122
11.5,2,43,10,0.189148,0.810852
11.5,3,44,10,0.190793,0.809207
11.5,4,45,10,0.189696,0.810304
11.5,5,46,10,0.19165,0.80835
12.5,1,42,10,0.807486,0.192514
12.5,2,43,10,0.806785,0.193215
12.5,3,44,10,0.808441,0.191559
12.5,4,45,10,0.806884,0.193116
12.5,5,46,10,0.807288,0.192712
