epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,1,2.7e-05,0.999973
0.0,2,43,1,4.2e-05,0.999958
0.0,3,44,1,3.4e-05,0.999966
0.0,4,45,1,2.3e-05,0.999977
0.0,5,46,1,1.9e-05,0.999981
2.0,1,42,1,2.7e-05,0.999973
2.0,2,43,1,4.2e-05,0.999958
2.0,3,44,1,3.4e-05,0.999966
2.0,4,45,1,2.3e-05,0.999977
2.0,5,46,1,1.9e-05,0.999981
4.0,1,42,1,2.7e-05,0.999973
4.0,2,43,1,4.2e-05,0.999958
4.0,3,44,1,3.4e-05,0.999966
4.0,4,45,1,2.3e-05,0.999977
4.0,5,46,1,1.9e-05,0.999981
6.0,1,42,1,0.000198,0.999802
6.0,2,43,1,0.000194,0.999806
6.0,3,44,1,0.000194,0.999806
6.0,4,45,1,0.000164,0.999836
6.0,5,46,1,0.000168,0.999832
8.0,1,42,1,0.049911,0.950089
8.0,2,43,1,0.047215,0.952785
8.0,3,44,1,0.0483,0.9517
8.0,4,45,1,0.048372,0.951628
8.0,5,46,1,0.048464,0.951536
10.0,1,42,1,0.873036,0.126964
10.0,2,43,1,0.872179,0.127821
10.0,3,44,1,0.871029,0.128971
10.0,4,45,1,0.873786,0.126214
10.0,5,46,1,0.872422,0.127578
12.0,1,42,1,0.921172,0.078828
12.0,2,43,1,0.919789,0.080211
12.0,3,44,1,0.919218,0.080782
12.0,4,45,1,0.921473,0.078527
12.0,5,46,1,0.920818,0.079182
14.0,1,42,1,0.921316,0.078684
14.0,2,43,1,0.919938,0.080062
14.0,3,44,1,0.919413,0.080587
14.0,4,45,1,0.921633,0.078367
14.0,5,46,1,0.920962,0.079038
16.0,1,42,1,0.921316,0.078684
16.0,2,43,1,0.919938,0.080062
16.0,3,44,1,0.919413,0.080587
16.0,4,45,1,0.921633,0.078367
16.0,5,46,1,0.920962,0.079038
18.0,1,42,1,0.921316,0.078684
18.0,2,43,1,0.919938,0.080062
18.0,3,44,1,0.919413,0.080587
18.0,4,45,1,0.921633,0.078367
18.0,5,46,1,0.920962,0.079038
