epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,5,0.00035,0.99965
0.0,2,43,5,0.000354,0.999646
0.0,3,44,5,0.000324,0.999676
0.0,4,45,5,0.000305,0.999695
0.0,5,46,5,0.000327,0.999673
2.0,1,42,5,0.00035,0.99965
2.0,2,43,5,0.000354,0.999646
2.0,3,44,5,0.000324,0.999676
2.0,4,45,5,0.000305,0.999695
2.0,5,46,5,0.000327,0.999673
4.0,1,42,5,0.000362,0.999638
4.0,2,43,5,0.000362,0.999638
4.0,3,44,5,0.000324,0.999676
4.0,4,45,5,0.000312,0.999688
4.0,5,46,5,0.000335,0.999665
6.0,1,42,5,0.002734,0.997266
6.0,2,43,5,0.00278,0.99722
6.0,3,44,5,0.002597,0.997403
6.0,4,45,5,0.002605,0.997395
6.0,5,46,5,0.002528,0.997472
8.0,1,42,5,0.387283,0.612717
8.0,2,43,5,0.386072,0.613928
8.0,3,44,5,0.385528,0.614472
8.0,4,45,5,0.38715,0.61285
8.0,5,46,5,0.388867,0.611133
10.0,1,42,5,0.773294,0.226706
10.0,2,43,5,0.771131,0.228869
10.0,3,44,5,0.769616,0.230384
10.0,4,45,5,0.77075,0.22925
10.0,5,46,5,0.774185,0.225815
12.0,1,42,5,0.775518,0.224482
12.0,2,43,5,0.773412,0.226588
12.0,3,44,5,0.771809,0.228191
12.0,4,45,5,0.773005,0.226995
12.0,5,46,5,0.776531,0.223469
14.0,1,42,5,0.775529,0.224471
14.0,2,43,5,0.773427,0.226573
14.0,3,44,5,0.771817,0.228183
14.0,4,45,5,0.773016,0.226984
14.0,5,46,5,0.776531,0.223469
16.0,1,42,5,0.775529,0.224471
16.0,2,43,5,0.773427,0.226573
16.0,3,44,5,0.771817,0.228183
16.0,4,45,5,0.773016,0.226984
16.0,5,46,5,0.776531,0.223469
