epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,1,2.7e-05,0.999973
0.0,2,43,1,4.2e-05,0.999958
0.0,3,44,1,3.4e-05,0.999966
0.0,4,45,1,2.3e-05,0.999977
0.0,5,46,1,1.9e-05,0.999981
2.0,1,42,1,2.7e-05,0.999973
2.0,2,43,1,4.2e-05,0.999958
2.0,3,44,1,3.4e-05,0.999966
2.0,4,45,1,2.3e-05,0.999977
2.0,5,46,1,1.9e-05,0.999981
4.0,1,42,1,2.7e-05,0.999973
4.0,2,43,1,4.2e-05,0.999958
4.0,3,44,1,3.4e-05,0.999966
4.0,4,45,1,2.3e-05,0.999977
4.0,5,46,1,1.9e-05,0.999981
6.0,1,42,1,2.7e-05,0.999973
6.0,2,43,1,4.6e-05,0.999954
6.0,3,44,1,3.4e-05,0.999966
6.0,4,45,1,2.3e-05,0.999977
6.0,5,46,1,1.9e-05,0.999981
8.0,1,42,1,0.000206,0.999794
8.0,2,43,1,0.00019,0.99981
8.0,3,44,1,0.000213,0.999787
8.0,4,45,1,0.000171,0.999829
8.0,5,46,1,0.000149,0.999851
10.0,1,42,1,0.051796,0.948204
10.0,2,43,1,0.051925,0.948075
10.0,3,44,1,0.052131,0.947869
10.0,4,45,1,0.051761,0.948239
10.0,5,46,1,0.052066,0.947934
12.0,1,42,1,0.93926,0.06074
12.0,2,43,1,0.938662,0.061338
12.0,3,44,1,0.939397,0.060603
12.0,4,45,1,0.939378,0.060622
12.0,5,46,1,0.938814,0.061186
14.0,1,42,1,0.99123,0.00877
14.0,2,43,1,0.990583,0.009417
14.0,3,44,1,0.991272,0.008728
14.0,4,45,1,0.991386,0.008614
14.0,5,46,1,0.991105,0.008895
16.0,1,42,1,0.991405,0.008595
16.0,2,43,1,0.990777,0.009223
16.0,3,44,1,0.991428,0.008572
16.0,4,45,1,0.991546,0.008454
16.0,5,46,1,0.991257,0.008743
18.0,1,42,1,0.991405,0.008595
18.0,2,43,1,0.990777,0.009223
18.0,3,44,1,0.991428,0.008572
18.0,4,45,1,0.991546,0.008454
18.0,5,46,1,0.991261,0.008739
20.0,1,42,1,0.991405,0.008595
20.0,2,43,1,0.990777,0.009223
20.0,3,44,1,0.991428,0.008572
20.0,4,45,1,0.991546,0.008454
20.0,5,46,1,0.991261,0.008739
22.0,1,42,1,0.991405,0.008595
22.0,2,43,1,0.990777,0.009223
22.0,3,44,1,0.991428,0.008572
22.0,4,45,1,0.991546,0.008454
22.0,5,46,1,0.991261,0.008739
