epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,10,0.000853,0.999147
0.0,2,43,10,0.000861,0.999139
0.0,3,44,10,0.000906,0.999094
0.0,4,45,10,0.000845,0.999155
0.0,5,46,10,0.000826,0.999174
2.0,1,42,10,0.000853,0.999147
2.0,2,43,10,0.000861,0.999139
2.0,3,44,10,0.000906,0.999094
2.0,4,45,10,0.000845,0.999155
2.0,5,46,10,0.000826,0.999174
4.0,1,42,10,0.000853,0.999147
4.0,2,43,10,0.000861,0.999139
4.0,3,44,10,0.000906,0.999094
4.0,4,45,10,0.000845,0.999155
4.0,5,46,10,0.000826,0.999174
6.0,1,42,10,0.000853,0.999147
6.0,2,43,10,0.000864,0.999136
6.0,3,44,10,0.000906,0.999094
6.0,4,45,10,0.000845,0.999155
6.0,5,46,10,0.000826,0.999174
8.0,1,42,10,0.001032,0.998968
8.0,2,43,10,0.001009,0.998991
8.0,3,44,10,0.001085,0.998915
8.0,4,45,10,0.000994,0.999006
8.0,5,46,10,0.000956,0.999044
10.0,1,42,10,0.05263,0.94737
10.0,2,43,10,0.052793,0.947207
10.0,3,44,10,0.052972,0.947028
10.0,4,45,10,0.052595,0.947405
10.0,5,46,10,0.0529,0.9471
12.0,1,42,10,0.940352,0.059648
12.0,2,43,10,0.939724,0.060276
12.0,3,44,10,0.940516,0.059484
12.0,4,45,10,0.940482,0.059518
12.0,5,46,10,0.940017,0.059983
14.0,1,42,10,0.992319,0.007681
14.0,2,43,10,0.991695,0.008305
14.0,3,44,10,0.992396,0.007604
14.0,4,45,10,0.992521,0.007479
14.0,5,46,10,0.992312,0.007688
16.0,1,42,10,0.992495,0.007505
16.0,2,43,10,0.991893,0.008107
16.0,3,44,10,0.992552,0.007448
16.0,4,45,10,0.992681,0.007319
16.0,5,46,10,0.992468,0.007532
18.0,1,42,10,0.992495,0.007505
18.0,2,43,10,0.991893,0.008107
18.0,3,44,10,0.992552,0.007448
18.0,4,45,10,0.992681,0.007319
18.0,5,46,10,0.992472,0.007528
20.0,1,42,10,0.992495,0.007505
20.0,2,43,10,0.991893,0.008107
20.0,3,44,10,0.992552,0.007448
20.0,4,45,10,0.992681,0.007319
20.0,5,46,10,0.992472,0.007528
22.0,1,42,10,0.992495,0.007505
22.0,2,43,10,0.991893,0.008107
22.0,3,44,10,0.992552,0.007448
22.0,4,45,10,0.992681,0.007319
22.0,5,46,10,0.992472,0.007528
7.0,1,42,10,0.000864,0.999136
7.0,2,43,10,0.000861,0.999139
7.0,3,44,10,0.000914,0.999086
7.0,4,45,10,0.000849,0.999151
7.0,5,46,10,0.000834,0.999166
9.0,1,42,10,0.004002,0.995998
9.0,2,43,10,0.003793,0.996207
9.0,3,44,10,0.003983,0.996017
9.0,4,45,10,0.003934,0.996066
9.0,5,46,10,0.003819,0.996181
11.0,1,42,10,0.496118,0.503882
11.0,2,43,10,0.496278,0.503722
11.0,3,44,10,0.497869,0.502131
11.0,4,45,10,0.495901,0.504099
11.0,5,46,10,0.49651,0.50349
13.0,1,42,10,0.989608,0.010392
13.0,2,43,10,0.988808,0.011192
13.0,3,44,10,0.989513,0.010487
13.0,4,45,10,0.989692,0.010308
13.0,5,46,10,0.989326,0.010674
15.0,1,42,10,0.992491,0.007509
15.0,2,43,10,0.991889,0.008111
15.0,3,44,10,0.992544,0.007456
15.0,4,45,10,0.992658,0.007342
15.0,5,46,10,0.992468,0.007532
17.0,1,42,10,0.992495,0.007505
17.0,2,43,10,0.991893,0.008107
17.0,3,44,10,0.992552,0.007448
17.0,4,45,10,0.992681,0.007319
17.0,5,46,10,0.992472,0.007528
19.0,1,42,10,0.992495,0.007505
19.0,2,43,10,0.991893,0.008107
19.0,3,44,10,0.992552,0.007448
19.0,4,45,10,0.992681,0.007319
19.0,5,46,10,0.992472,0.007528
21.0,1,42,10,0.992495,0.007505
21.0,2,43,10,0.991893,0.008107
21.0,3,44,10,0.992552,0.007448
21.0,4,45,10,0.992681,0.007319
21.0,5,46,10,0.992472,0.007528
10.5,1,42,10,0.191513,0.808487
10.5,2,43,10,0.189666,0.810334
10.5,3,44,10,0.19077,0.80923
10.5,4,45,10,0.189712,0.810288
10.5,5,46,10,0.189826,0.810174
11.5,1,42,10,0.803358,0.196642
11.5,2,43,10,0.801964,0.198036
11.5,3,44,10,0.803495,0.196505
11.5,4,45,10,0.804108,0.195892
11.5,5,46,10,0.803708,0.196292
