epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,10,0.000693,0.999307
2.0,2,43,10,0.000792,0.999208
2.0,3,44,10,0.000644,0.999356
2.0,4,45,10,0.001089,0.998911
2.0,5,46,10,0.000743,0.999257
4.0,1,42,10,0.000693,0.999307
4.0,2,43,10,0.000792,0.999208
4.0,3,44,10,0.000644,0.999356
4.0,4,45,10,0.001089,0.998911
4.0,5,46,10,0.000743,0.999257
6.0,1,42,10,0.000693,0.999307
6.0,2,43,10,0.000792,0.999208
6.0,3,44,10,0.000644,0.999356
6.0,4,45,10,0.001089,0.998911
6.0,5,46,10,0.000743,0.999257
8.0,1,42,10,0.003664,0.996336
8.0,2,43,10,0.003713,0.996287
8.0,3,44,10,0.003614,0.996386
8.0,4,45,10,0.004258,0.995742
8.0,5,46,10,0.004307,0.995693
8.5,1,42,10,0.012773,0.987227
8.5,2,43,10,0.012179,0.987821
8.5,3,44,10,0.012822,0.987178
8.5,4,45,10,0.013466,0.986534
8.5,5,46,10,0.012575,0.987425
9.0,1,42,10,0.053072,0.946928
9.0,2,43,10,0.05223,0.94777
9.0,3,44,10,0.053319,0.946681
9.0,4,45,10,0.053567,0.946433
9.0,5,46,10,0.052824,0.947176
9.5,1,42,10,0.190455,0.809545
9.5,2,43,10,0.188821,0.811179
9.5,3,44,10,0.185158,0.814842
9.5,4,45,10,0.192039,0.807961
9.5,5,46,10,0.188079,0.811921
10.0,1,42,10,0.492599,0.507401
10.0,2,43,10,0.491608,0.508392
10.0,3,44,10,0.49146,0.50854
10.0,4,45,10,0.492945,0.507055
10.0,5,46,10,0.482846,0.517154
10.5,1,42,10,0.795138,0.204862
10.5,2,43,10,0.79197,0.20803
10.5,3,44,10,0.796178,0.203822
10.5,4,45,10,0.792118,0.207882
10.5,5,46,10,0.794346,0.205654
11.0,1,42,10,0.928709,0.071291
11.0,2,43,10,0.92965,0.07035
11.0,3,44,10,0.926977,0.073023
11.0,4,45,10,0.93064,0.06936
11.0,5,46,10,0.929501,0.070499
11.5,1,42,10,0.968563,0.031437
11.5,2,43,10,0.969553,0.030447
11.5,3,44,10,0.967325,0.032675
11.5,4,45,10,0.969454,0.030546
11.5,5,46,10,0.967622,0.032378
12.0,1,42,10,0.978514,0.021486
12.0,2,43,10,0.979306,0.020694
12.0,3,44,10,0.978415,0.021585
12.0,4,45,10,0.979009,0.020991
12.0,5,46,10,0.977821,0.022179
14.0,1,42,10,0.981237,0.018763
14.0,2,43,10,0.981831,0.018169
14.0,3,44,10,0.980791,0.019209
14.0,4,45,10,0.982771,0.017229
14.0,5,46,10,0.98089,0.01911
16.0,1,42,10,0.981237,0.018763
16.0,2,43,10,0.981831,0.018169
16.0,3,44,10,0.980791,0.019209
16.0,4,45,10,0.982821,0.017179
16.0,5,46,10,0.98089,0.01911
18.0,1,42,10,0.981237,0.018763
18.0,2,43,10,0.981831,0.018169
18.0,3,44,10,0.980791,0.019209
18.0,4,45,10,0.982821,0.017179
18.0,5,46,10,0.98089,0.01911
20.0,1,42,10,0.981237,0.018763
20.0,2,43,10,0.981831,0.018169
20.0,3,44,10,0.980791,0.019209
20.0,4,45,10,0.982821,0.017179
20.0,5,46,10,0.98089,0.01911
0.0,1,42,10,0.000693,0.999307
0.0,2,43,10,0.000792,0.999208
0.0,3,44,10,0.000644,0.999356
0.0,4,45,10,0.001089,0.998911
0.0,5,46,10,0.000743,0.999257
