epsilon,run,seed,defense_rate,attack_success_rate
0.00,1,42,0.9735,0.026544108724669335
0.00,2,43,0.9728,0.027242441337460167
0.00,3,44,0.9730,0.026969998209871605
0.00,4,45,0.9730,0.026952391472440076
0.00,5,46,0.9729,0.027072507369252742
2.00,1,42,0.9735,0.026544108724669335
2.00,2,43,0.9728,0.027242441337460167
2.00,3,44,0.9730,0.026969998209871605
2.00,4,45,0.9730,0.026952391472440076
2.00,5,46,0.9729,0.027072507369252742
4.00,1,42,0.9735,0.026544108724669335
4.00,2,43,0.9728,0.027242441337460167
4.00,3,44,0.9730,0.026969998209871605
4.00,4,45,0.9730,0.026952391472440076
4.00,5,46,0.9729,0.027072507369252742
6.00,1,42,0.9734,0.02656686081786191
6.00,2,43,0.9727,0.027269123454343087
6.00,3,44,0.9730,0.026989042128957804
6.00,4,45,0.9730,0.026956200459363824
6.00,5,46,0.9729,0.027091500288692377
8.00,1,42,0.9665,0.03350231848641921
8.00,2,43,0.9667,0.03326497629103328
8.00,3,44,0.9665,0.033540150294609425
8.00,4,45,0.9661,0.03391283149097613
8.00,5,46,0.9660,0.03395039451140987
10.00,1,42,0.4813,0.5187346577827924
10.00,2,43,0.4822,0.5177893484989403
10.00,3,44,0.4832,0.5168088844510673
10.00,4,45,0.4801,0.5198591184228581
10.00,5,46,0.4816,0.5184143427205891
12.00,1,42,0.4265,0.5735016085504749
12.00,2,43,0.4277,0.5723275954076266
12.00,3,44,0.4278,0.572182749630262
12.00,4,45,0.4257,0.5742982603259792
12.00,5,46,0.4262,0.573779864912254
14.00,1,42,0.4263,0.5736540777898059
14.00,2,43,0.4275,0.572487688108924
14.00,3,44,0.4276,0.5724343238751581
14.00,4,45,0.4255,0.5744697882202265
14.00,5,46,0.4261,0.5739285224206017
16.00,1,42,0.4263,0.5736540777898059
16.00,2,43,0.4275,0.572487688108924
16.00,3,44,0.4276,0.5724343238751581
16.00,4,45,0.4255,0.5744697882202265
16.00,5,46,0.4261,0.5739285224206017
18.00,1,42,0.4263,0.5736540777898059
7.00,1,42,0.9730,0.026976398495328235
7.00,2,43,0.9723,0.027676978669553418
7.00,3,44,0.9726,0.027434669835574802
7.00,4,45,0.9728,0.027226638530949924
7.00,5,46,0.9725,0.027488014830460185
8.50,1,42,0.9427,0.057341043095953136
8.50,2,43,0.9423,0.05770579535578697
8.50,3,44,0.9429,0.05714993143379552
8.50,4,45,0.9426,0.05741333333333333
8.50,5,46,0.9431,0.05692080137796249
9.00,1,42,0.8395,0.16053153420098923
9.00,2,43,0.8379,0.16206717794684922
9.00,3,44,0.8383,0.16165714285714286
9.00,4,45,0.8368,0.16320955291212935
9.00,5,46,0.8386,0.16142520164358545
9.50,1,42,0.6167,0.38332939733520227
9.50,2,43,0.6170,0.38299510573741746
9.50,3,44,0.6174,0.38262784680864037
9.50,4,45,0.6167,0.38325348091736894
9.50,5,46,0.6145,0.3854649634452517
11.00,1,42,0.4296,0.5703721774132069
11.00,2,43,0.4308,0.5692286581182247
11.00,3,44,0.4308,0.5692210346562581
11.00,4,45,0.4287,0.5712831811182094
11.00,5,46,0.4295,0.5705437053074542
13.00,1,42,0.4263,0.5736502660588226
13.00,2,43,0.4275,0.5724610059920411
13.00,3,44,0.4276,0.5724152652202418
13.00,4,45,0.4255,0.5744621647582601
13.00,5,46,0.4261,0.5739094637656853
15.00,1,42,0.4263,0.5736540777898059
15.00,2,43,0.4275,0.572487688108924
15.00,3,44,0.4276,0.5724343238751581
15.00,4,45,0.4255,0.5744697882202265
15.00,5,46,0.4261,0.5739285224206017
18.00,2,43,0.4275,0.572487688108924
18.00,3,44,0.4276,0.5724343238751581
18.00,4,45,0.4255,0.5744697882202265
18.00,5,46,0.4261,0.5739285224206017
