epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,5,0.000297,0.999703
2.0,2,43,5,0.000198,0.999802
2.0,3,44,5,0.000347,0.999653
2.0,4,45,5,0.000446,0.999554
2.0,5,46,5,0.000297,0.999703
4.0,1,42,5,0.000297,0.999703
4.0,2,43,5,0.000198,0.999802
4.0,3,44,5,0.000347,0.999653
4.0,4,45,5,0.000446,0.999554
4.0,5,46,5,0.000297,0.999703
6.0,1,42,5,0.000297,0.999703
6.0,2,43,5,0.000198,0.999802
6.0,3,44,5,0.000347,0.999653
6.0,4,45,5,0.000446,0.999554
6.0,5,46,5,0.000297,0.999703
8.0,1,42,5,0.003267,0.996733
8.0,2,43,5,0.003119,0.996881
8.0,3,44,5,0.003317,0.996683
8.0,4,45,5,0.003614,0.996386
8.0,5,46,5,0.003862,0.996138
8.5,1,42,5,0.012377,0.987623
8.5,2,43,5,0.011585,0.988415
8.5,3,44,5,0.012525,0.987475
8.5,4,45,5,0.012822,0.987178
8.5,5,46,5,0.01208,0.98792
9.0,1,42,5,0.052626,0.947374
9.0,2,43,5,0.051537,0.948463
9.0,3,44,5,0.053022,0.946978
9.0,4,45,5,0.052923,0.947077
9.0,5,46,5,0.052379,0.947621
9.5,1,42,5,0.190108,0.809892
9.5,2,43,5,0.188227,0.811773
9.5,3,44,5,0.184762,0.815238
9.5,4,45,5,0.191346,0.808654
9.5,5,46,5,0.187732,0.812268
10.0,1,42,5,0.492401,0.507599
10.0,2,43,5,0.491212,0.508788
10.0,3,44,5,0.490965,0.509035
10.0,4,45,5,0.492203,0.507797
10.0,5,46,5,0.482301,0.517699
10.5,1,42,5,0.794891,0.205109
10.5,2,43,5,0.791425,0.208575
10.5,3,44,5,0.795287,0.204713
10.5,4,45,5,0.791524,0.208476
10.5,5,46,5,0.794,0.206
11.0,1,42,5,0.928561,0.071439
11.0,2,43,5,0.929155,0.070845
11.0,3,44,5,0.925887,0.074113
11.0,4,45,5,0.929997,0.070003
11.0,5,46,5,0.929105,0.070895
11.5,1,42,5,0.968365,0.031635
11.5,2,43,5,0.969058,0.030942
11.5,3,44,5,0.966236,0.033764
11.5,4,45,5,0.96881,0.03119
11.5,5,46,5,0.967177,0.032823
12.0,1,42,5,0.978266,0.021734
12.0,2,43,5,0.978811,0.021189
12.0,3,44,5,0.977326,0.022674
12.0,4,45,5,0.978365,0.021635
12.0,5,46,5,0.977326,0.022674
14.0,1,42,5,0.981039,0.018961
14.0,2,43,5,0.981336,0.018664
14.0,3,44,5,0.979702,0.020298
14.0,4,45,5,0.982128,0.017872
14.0,5,46,5,0.980395,0.019605
16.0,1,42,5,0.981039,0.018961
16.0,2,43,5,0.981336,0.018664
16.0,3,44,5,0.979702,0.020298
16.0,4,45,5,0.982177,0.017823
16.0,5,46,5,0.980395,0.019605
18.0,1,42,5,0.981039,0.018961
18.0,2,43,5,0.981336,0.018664
18.0,3,44,5,0.979702,0.020298
18.0,4,45,5,0.982177,0.017823
18.0,5,46,5,0.980395,0.019605
20.0,1,42,5,0.981039,0.018961
20.0,2,43,5,0.981336,0.018664
20.0,3,44,5,0.979702,0.020298
20.0,4,45,5,0.982177,0.017823
20.0,5,46,5,0.980395,0.019605
0.0,1,42,5,0.000297,0.999703
0.0,2,43,5,0.000198,0.999802
0.0,3,44,5,0.000347,0.999653
0.0,4,45,5,0.000446,0.999554
0.0,5,46,5,0.000297,0.999703
