epsilon,run,seed,topk,attack_success_rate,defense_rate
0.0,1,42,300,0.010689,0.989311
0.0,2,43,300,0.010278,0.989722
0.0,3,44,300,0.010548,0.989452
0.0,4,45,300,0.01059,0.98941
0.0,5,46,300,0.01032,0.98968
2.0,1,42,300,0.010689,0.989311
2.0,2,43,300,0.010278,0.989722
2.0,3,44,300,0.010548,0.989452
2.0,4,45,300,0.01059,0.98941
2.0,5,46,300,0.01032,0.98968
4.0,1,42,300,0.0107,0.9893
4.0,2,43,300,0.010285,0.989715
4.0,3,44,300,0.010548,0.989452
4.0,4,45,300,0.010598,0.989402
4.0,5,46,300,0.010327,0.989673
6.0,1,42,300,0.013103,0.986897
6.0,2,43,300,0.01273,0.98727
6.0,3,44,300,0.01281,0.98719
6.0,4,45,300,0.012936,0.987064
6.0,5,46,300,0.012555,0.987445
8.0,1,42,300,0.403029,0.596971
8.0,2,43,300,0.401479,0.598521
8.0,3,44,300,0.401803,0.598197
8.0,4,45,300,0.40317,0.59683
8.0,5,46,300,0.404453,0.595547
10.0,1,42,300,0.794462,0.205538
10.0,2,43,300,0.792242,0.207758
10.0,3,44,300,0.791428,0.208572
10.0,4,45,300,0.79198,0.20802
10.0,5,46,300,0.795373,0.204627
12.0,1,42,300,0.796728,0.203272
12.0,2,43,300,0.794527,0.205473
12.0,3,44,300,0.793674,0.206326
12.0,4,45,300,0.79423,0.20577
12.0,5,46,300,0.79776,0.20224
14.0,1,42,300,0.79674,0.20326
14.0,2,43,300,0.794542,0.205458
14.0,3,44,300,0.793682,0.206318
14.0,4,45,300,0.794242,0.205758
14.0,5,46,300,0.79776,0.20224
16.0,1,42,300,0.79674,0.20326
16.0,2,43,300,0.794542,0.205458
16.0,3,44,300,0.793682,0.206318
16.0,4,45,300,0.794242,0.205758
16.0,5,46,300,0.79776,0.20224
