epsilon,run,seed,topk,attack_success_rate,defense_rate
20.0,1,42,300,0.984009,0.015991
20.0,2,43,300,0.983712,0.016288
20.0,3,44,300,0.983663,0.016337
20.0,4,45,300,0.985247,0.014753
20.0,5,46,300,0.982078,0.017922
0.0,1,42,300,0.011189,0.988811
0.0,2,43,300,0.008169,0.991831
0.0,3,44,300,0.008565,0.991435
0.0,4,45,300,0.01,0.99
0.0,5,46,300,0.010199,0.989801
10.0,1,42,300,0.499975,0.500025
10.0,2,43,300,0.496213,0.503787
10.0,3,44,300,0.497302,0.502698
10.0,4,45,300,0.498886,0.501114
10.0,5,46,300,0.488044,0.511956
10.5,1,42,300,0.800089,0.199911
10.5,2,43,300,0.794792,0.205208
10.5,3,44,300,0.800238,0.199762
10.5,4,45,300,0.796129,0.203871
10.5,5,46,300,0.797564,0.202436
11.0,1,42,300,0.931828,0.068172
11.0,2,43,300,0.932026,0.067974
11.0,3,44,300,0.930145,0.069855
11.0,4,45,300,0.933314,0.066686
11.0,5,46,300,0.931036,0.068964
11.5,1,42,300,0.971484,0.028516
11.5,2,43,300,0.971484,0.028516
11.5,3,44,300,0.970395,0.029605
11.5,4,45,300,0.971979,0.028021
11.5,5,46,300,0.96881,0.03119
12.0,1,42,300,0.981385,0.018615
12.0,2,43,300,0.981187,0.018813
12.0,3,44,300,0.981286,0.018714
12.0,4,45,300,0.981435,0.018565
12.0,5,46,300,0.978959,0.021041
14.0,1,42,300,0.984009,0.015991
14.0,2,43,300,0.983712,0.016288
14.0,3,44,300,0.983663,0.016337
14.0,4,45,300,0.985197,0.014803
14.0,5,46,300,0.982078,0.017922
16.0,1,42,300,0.984009,0.015991
16.0,2,43,300,0.983712,0.016288
16.0,3,44,300,0.983663,0.016337
16.0,4,45,300,0.985247,0.014753
16.0,5,46,300,0.982078,0.017922
18.0,1,42,300,0.984009,0.015991
18.0,2,43,300,0.983712,0.016288
18.0,3,44,300,0.983663,0.016337
18.0,4,45,300,0.985247,0.014753
18.0,5,46,300,0.982078,0.017922
2.0,1,42,300,0.011189,0.988811
2.0,2,43,300,0.008169,0.991831
2.0,3,44,300,0.008565,0.991435
2.0,4,45,300,0.01,0.99
2.0,5,46,300,0.010199,0.989801
4.0,1,42,300,0.011189,0.988811
4.0,2,43,300,0.008169,0.991831
4.0,3,44,300,0.008565,0.991435
4.0,4,45,300,0.01,0.99
4.0,5,46,300,0.010199,0.989801
6.0,1,42,300,0.011189,0.988811
6.0,2,43,300,0.008169,0.991831
6.0,3,44,300,0.008565,0.991435
6.0,4,45,300,0.01,0.99
6.0,5,46,300,0.010199,0.989801
8.0,1,42,300,0.01411,0.98589
8.0,2,43,300,0.010991,0.989009
8.0,3,44,300,0.011585,0.988415
8.0,4,45,300,0.013119,0.986881
8.0,5,46,300,0.013763,0.986237
8.5,1,42,300,0.023268,0.976732
8.5,2,43,300,0.019555,0.980445
8.5,3,44,300,0.020546,0.979454
8.5,4,45,300,0.022278,0.977722
8.5,5,46,300,0.022031,0.977969
9.0,1,42,300,0.062924,0.937076
9.0,2,43,300,0.05926,0.94074
9.0,3,44,300,0.060944,0.939056
9.0,4,45,300,0.062033,0.937967
9.0,5,46,300,0.062033,0.937967
9.5,1,42,300,0.198921,0.801079
9.5,2,43,300,0.195257,0.804743
9.5,3,44,300,0.19194,0.80806
9.5,4,45,300,0.20001,0.79999
9.5,5,46,300,0.195653,0.804347
