epsilon,run,seed,topk,attack_success_rate,defense_rate
2.0,1,42,5,0.000743,0.999257
2.0,2,43,5,0.000594,0.999406
2.0,3,44,5,0.000545,0.999455
2.0,4,45,5,0.000743,0.999257
2.0,5,46,5,0.000495,0.999505
4.0,1,42,5,0.002129,0.997871
4.0,2,43,5,0.001287,0.998713
4.0,3,44,5,0.001683,0.998317
4.0,4,45,5,0.00203,0.99797
4.0,5,46,5,0.001436,0.998564
6.0,1,42,5,0.004753,0.995247
6.0,2,43,5,0.004555,0.995445
6.0,3,44,5,0.005347,0.994653
6.0,4,45,5,0.005842,0.994158
6.0,5,46,5,0.00505,0.99495
8.0,1,42,5,0.016387,0.983613
8.0,2,43,5,0.014506,0.985494
8.0,3,44,5,0.016734,0.983266
8.0,4,45,5,0.017823,0.982177
8.0,5,46,5,0.015941,0.984059
10.0,1,42,5,0.063914,0.936086
10.0,2,43,5,0.057924,0.942076
10.0,3,44,5,0.060399,0.939601
10.0,4,45,5,0.065993,0.934007
10.0,5,46,5,0.061439,0.938561
12.0,1,42,5,0.207981,0.792019
12.0,2,43,5,0.198624,0.801376
12.0,3,44,5,0.206644,0.793356
12.0,4,45,5,0.211248,0.788752
12.0,5,46,5,0.204812,0.795188
14.0,1,42,5,0.497005,0.502995
14.0,2,43,5,0.488935,0.511065
14.0,3,44,5,0.505025,0.494975
14.0,4,45,5,0.510966,0.489034
14.0,5,46,5,0.497747,0.502253
16.0,1,42,5,0.784247,0.215753
16.0,2,43,5,0.782118,0.217882
16.0,3,44,5,0.787861,0.212139
16.0,4,45,5,0.789098,0.210902
16.0,5,46,5,0.782861,0.217139
18.0,1,42,5,0.932076,0.067924
18.0,2,43,5,0.930739,0.069261
18.0,3,44,5,0.931333,0.068667
18.0,4,45,5,0.934502,0.065498
18.0,5,46,5,0.930294,0.069706
20.0,1,42,5,0.981039,0.018961
20.0,2,43,5,0.981336,0.018664
20.0,3,44,5,0.979702,0.020298
20.0,4,45,5,0.982177,0.017823
20.0,5,46,5,0.980395,0.019605
22.0,1,42,5,0.995148,0.004852
22.0,2,43,5,0.99396,0.00604
22.0,3,44,5,0.994505,0.005495
22.0,4,45,5,0.99495,0.00505
22.0,5,46,5,0.993217,0.006783
24.0,1,42,5,0.999109,0.000891
24.0,2,43,5,0.998218,0.001782
24.0,3,44,5,0.998713,0.001287
24.0,4,45,5,0.999059,0.000941
24.0,5,46,5,0.998515,0.001485
