epsilon,run,seed,accuracy
2.0,1,42,0.49655963302752293
2.0,2,43,0.49770642201834864
2.0,3,44,0.49426605504587157
2.0,4,45,0.5045871559633027
2.0,5,46,0.5126146788990825
4.0,1,42,0.49655963302752293
4.0,2,43,0.49770642201834864
4.0,3,44,0.49426605504587157
4.0,4,45,0.5045871559633027
4.0,5,46,0.5126146788990825
6.0,1,42,0.48853211009174313
6.0,2,43,0.5022935779816514
6.0,3,44,0.5
6.0,4,45,0.5045871559633027
6.0,5,46,0.5126146788990825
8.0,1,42,0.4724770642201835
8.0,2,43,0.4896788990825688
8.0,3,44,0.5022935779816514
8.0,4,45,0.5114678899082569
8.0,5,46,0.49770642201834864
10.0,1,42,0.49770642201834864
10.0,2,43,0.5355504587155964
10.0,3,44,0.5263761467889908
10.0,4,45,0.533256880733945
10.0,5,46,0.5
10.5,1,42,0.6204128440366973
10.5,2,43,0.606651376146789
10.5,3,44,0.6112385321100917
10.5,4,45,0.6009174311926605
10.5,5,46,0.5986238532110092
11.0,1,42,0.7717889908256881
11.0,2,43,0.7717889908256881
11.0,3,44,0.768348623853211
11.0,4,45,0.7545871559633027
11.0,5,46,0.7660550458715596
11.5,1,42,0.8612385321100917
11.5,2,43,0.8772935779816514
11.5,3,44,0.8692660550458715
11.5,4,45,0.8727064220183486
11.5,5,46,0.8612385321100917
12.0,1,42,0.9071100917431193
12.0,2,43,0.9059633027522935
12.0,3,44,0.9025229357798165
12.0,4,45,0.9139908256880734
12.0,5,46,0.9105504587155964
12.5,1,42,0.9139908256880734
12.5,2,43,0.9162844036697247
12.5,3,44,0.9231651376146789
12.5,4,45,0.9185779816513762
12.5,5,46,0.9151376146788991
13.0,1,42,0.9277522935779816
13.0,2,43,0.9220183486238532
13.0,3,44,0.9208715596330275
13.0,4,45,0.9231651376146789
13.0,5,46,0.9243119266055045
13.5,1,42,0.9197247706422018
13.5,2,43,0.9208715596330275
13.5,3,44,0.9208715596330275
13.5,4,45,0.9243119266055045
13.5,5,46,0.926605504587156
14.0,1,42,0.9197247706422018
14.0,2,43,0.9197247706422018
14.0,3,44,0.9288990825688074
14.0,4,45,0.9220183486238532
14.0,5,46,0.9231651376146789
16.0,1,42,0.9208715596330275
16.0,2,43,0.9220183486238532
16.0,3,44,0.9277522935779816
16.0,4,45,0.9231651376146789
16.0,5,46,0.9220183486238532
18.0,1,42,0.9208715596330275
18.0,2,43,0.9220183486238532
18.0,3,44,0.9277522935779816
18.0,4,45,0.9231651376146789
18.0,5,46,0.9231651376146789
20.0,1,42,0.9208715596330275
20.0,2,43,0.9220183486238532
20.0,3,44,0.9277522935779816
20.0,4,45,0.9231651376146789
20.0,5,46,0.9231651376146789
22,1,42,0.9208715596330275
22,2,43,0.9220183486238532
22,3,44,0.9277522935779816
22,4,45,0.9231651376146789
22,5,46,0.9231651376146789
0,1,42,0.49655963302752293
0,2,43,0.49770642201834864
0,3,44,0.49426605504587157
0,4,45,0.5045871559633027
0,5,46,0.5126146788990825
